group	tcpID & section_idx
unknown	A14721 8 | 23642
unknown	A14721 8 | 23697
unknown	A14721 8 | 23749
unknown	A14721 8 | 23788
unknown	A14721 8 | 23869
unknown	A14721 8 | 23934
unknown	A14721 8 | 23997
unknown	A14721 8 | 24032
unknown	A14721 8 | 24073
unknown	A14721 8 | 24157
unknown	A14721 8 | 24234
unknown	A14721 8 | 24319
unknown	A14721 8 | 24416
unknown	A14721 8 | 24521
unknown	A14721 8 | 24631
unknown	A14721 8 | 24733
unknown	A14721 8 | 24818
unknown	A14721 8 | 24919
unknown	A14721 9
unknown	A14721 9 | 25043
unknown	A14721 9 | 25136
unknown	A14721 9 | 25237
unknown	A14721 9 | 25337
unknown	A14721 9 | 25404
unknown	A14721 9 | 25489
unknown	A14721 9 | 25601
unknown	A14721 9 | 25712
unknown	A14721 9 | 25827
unknown	A14721 9 | 25932
unknown	A14721 9 | 26067
unknown	A14721 9 | 26177
unknown	A14721 9 | 26267
unknown	A14721 9 | 26377
unknown	A14721 9 | 26476
unknown	A14721 9 | 26584
unknown	A14721 9 | 26725
unknown	A14721 9 | 26836
unknown	A14721 9 | 26961
unknown	A14721 10
unknown	A14721 10 | 27190
unknown	A14721 10 | 27331
unknown	A14721 10 | 27457
unknown	A14721 10 | 27563
unknown	A14721 10 | 27668
unknown	A14721 10 | 27761
unknown	A14721 10 | 27868
unknown	A14721 10 | 27982
unknown	A14721 10 | 28132
unknown	A14721 10 | 28242
unknown	A14721 10 | 28361
unknown	A14721 10 | 28482
unknown	A14721 10 | 28601
unknown	A14721 10 | 28714
unknown	A14721 10 | 28838
unknown	A14721 10 | 28973
unknown	A14721 10 | 29082
unknown	A14721 10 | 29200
unknown	A14721 10 | 29316
unknown	A14721 10 | 29458
unknown	A14721 10 | 29565
unknown	A14721 10 | 29695
unknown	A14721 10 | 29833
unknown	A14721 11
unknown	A14721 11 | 30016
unknown	A14721 11 | 30148
unknown	A14721 11 | 30252
unknown	A14721 11 | 30358
unknown	A14721 11 | 30478
unknown	A14721 11 | 30584
unknown	A14721 11 | 30702
unknown	A14721 11 | 30823
unknown	A14721 11 | 30937
unknown	A14721 11 | 31070
unknown	A14721 12
unknown	A14721 14
unknown	A14721 14 | 31227
unknown	A14721 14 | 31337
unknown	A14721 14 | 31460
unknown	A14721 14 | 31558
unknown	A14721 14 | 31628
unknown	A14721 14 | 31692
unknown	A14721 14 | 31736
unknown	A14721 14 | 31784
unknown	A14721 14 | 31831
unknown	A14721 14 | 31922
unknown	A14721 14 | 31969
unknown	A14721 14 | 32038
unknown	A14721 14 | 32108
unknown	A14721 14 | 32209
unknown	A14721 15
unknown	A14721 15 | 32365
unknown	A14721 15 | 32462
unknown	A14721 15 | 32553
unknown	A14721 15 | 32681
unknown	A14721 15 | 32794
unknown	A14721 15 | 32902
unknown	A14721 15 | 33014
unknown	A14721 15 | 33133
unknown	A14721 15 | 33233
unknown	A14721 15 | 33328
unknown	A14721 15 | 33441
unknown	A14721 15 | 33528
unknown	A14721 15 | 33614
unknown	A14721 16
unknown	A14721 17
unknown	A14721 17 | 33771
unknown	A14721 17 | 33900
unknown	A14721 17 | 33965
unknown	A14721 17 | 34029
unknown	A14721 17 | 34103
unknown	A14721 18
unknown	A14721 18 | 34228
unknown	A14721 18 | 34351
unknown	A14721 18 | 34462
unknown	A14721 19
unknown	A14721 20
unknown	A14721 20 | 34787
unknown	A14721 20 | 34902
unknown	A14721 20 | 35014
unknown	A14721 20 | 35140
unknown	A14721 21
unknown	A14721 21 | 35323
unknown	A14721 21 | 35384
unknown	A14721 21 | 35457
unknown	A14721 21 | 35528
unknown	A14721 21 | 35622
unknown	A14721 22
unknown	A14721 22 | 35774
unknown	A14721 22 | 35872
unknown	A14721 23
unknown	A14721 23 | 36031
unknown	A14721 23 | 36156
unknown	A14721 23 | 36220
unknown	A14721 23 | 36307
unknown	A14721 24
unknown	A14721 24 | 36449
unknown	A14721 24 | 36543
unknown	A14721 24 | 36619
unknown	A14721 24 | 36697
unknown	A14721 24 | 36782
unknown	A14721 24 | 36911
unknown	A14721 25
unknown	A14721 25 | 37090
unknown	A14721 25 | 37196
unknown	A14721 26
unknown	A14721 26 | 37451
unknown	A14721 27
unknown	A14721 27 | 37723
unknown	A14721 27 | 37866
unknown	A14721 27 | 37990
unknown	A14721 28
unknown	A14721 28 | 38106
unknown	A14721 28 | 38204
unknown	A14721 28 | 38287
unknown	A14721 28 | 38374
unknown	A14721 29
unknown	A14721 29 | 38533
unknown	A14721 29 | 38625
unknown	A14721 29 | 38722
unknown	A14721 30
unknown	A14721 30 | 38945
unknown	A14721 30 | 39053
unknown	A14721 31
unknown	A14721 31 | 39221
unknown	A14721 31 | 39299
unknown	A14721 31 | 39355
unknown	A14721 31 | 39507
unknown	A14721 31 | 39616
unknown	A14721 31 | 39720
unknown	A14721 32
unknown	A14721 32 | 39966
unknown	A14721 32 | 40051
unknown	A14721 32 | 40172
unknown	A14721 32 | 40265
unknown	A14721 33
unknown	A14721 33 | 40417
unknown	A14721 33 | 40506
unknown	A14721 33 | 40620
unknown	A14721 34
unknown	A14721 37
unknown	A14721 39
unknown	A14721 41
unknown	A14721 43
unknown	A14721 45
unknown	A14721 48
unknown	A14721 51
unknown	A14721 54
unknown	A14721 59
unknown	A19345 3
unknown	A19345 6
unknown	A19345 7
unknown	A19345 8
unknown	A19345 9
unknown	A19345 10
unknown	A19345 11
unknown	A19345 13
unknown	A19345 14
unknown	A19345 15
unknown	A19345 17
unknown	A19345 18
unknown	A19345 19
unknown	A19345 20
unknown	A19345 21
unknown	A19345 22
unknown	A19345 23
unknown	A19345 24
unknown	A19345 25
unknown	A14926 3
unknown	A14926 4
unknown	A14926 5
unknown	A14926 6
unknown	A14926 9
unknown	A14926 10
unknown	A14926 10 | 41034
unknown	A14926 10 | 41037
unknown	A14926 11
unknown	A14926 12
unknown	A14926 14
unknown	A14926 15
unknown	A14926 17
unknown	A14926 18
unknown	A14926 19
unknown	A14926 20
unknown	A14926 22
unknown	A14926 23
unknown	A14926 24
unknown	A14926 26
unknown	A14926 27
unknown	A14926 28
unknown	A14926 29
unknown	A14926 30
unknown	A14926 31
unknown	A14926 35
unknown	A14926 36
unknown	A14926 37
unknown	A14926 39
unknown	A14926 40
unknown	A14926 41
unknown	A14926 42
unknown	A14926 46
unknown	A14926 48
unknown	A14926 49
unknown	A14926 50
unknown	A14926 52
unknown	A14926 54
unknown	A14926 55
unknown	A14926 56
unknown	A14926 61
unknown	A14926 62
unknown	A14926 63
unknown	A14926 64
unknown	A14926 65
unknown	A14926 65 | 41454
unknown	A14926 65 | 41469
unknown	A14926 66
unknown	A14926 67
unknown	A14926 68
unknown	A14926 68 | 41495
unknown	A14926 68 | 41512
unknown	A14926 68 | 41518
unknown	A14926 68 | 41527
unknown	A14926 68 | 41536
unknown	A14926 68 | 41544
unknown	A14926 69
unknown	A16564 6
unknown	A16564 10
unknown	A16564 11
unknown	A16564 12
unknown	A16564 13
unknown	A16564 14
unknown	A16564 18
unknown	A16564 19
unknown	A16564 20
unknown	A16564 21
unknown	A16564 22
unknown	A16564 26
unknown	A16564 27
unknown	A16564 28
unknown	A16564 28 | 41683
unknown	A16564 29
unknown	A16564 29 | 41701
unknown	A16564 30
unknown	A16564 34
unknown	A16564 35
unknown	A16564 36
unknown	A16564 37
unknown	A13969 1
unknown	A13969 3
unknown	A13969 6
unknown	A13969 8
unknown	A13969 10
unknown	A13969 13
unknown	A13969 14
unknown	A13969 16
unknown	A13969 17
unknown	A13969 17 | 41827
unknown	A13969 17 | 41837
unknown	A13969 18
unknown	A13969 19
unknown	A13969 20
unknown	A13969 20 | 41865
unknown	A13969 21
unknown	A13969 22
unknown	A13969 23
unknown	A13969 23 | 41897
unknown	A13969 23 | 41906
unknown	A13969 24
unknown	A13969 24 | 41919
unknown	A13969 24 | 41927
unknown	A13969 25
unknown	A13969 25 | 41945
unknown	A13969 25 | 41950
unknown	A13969 25 | 41955
unknown	A13969 26
unknown	A13969 27
unknown	A13969 27 | 41978
unknown	A13969 28
unknown	A13969 29
unknown	A13969 30
unknown	A13969 31
unknown	A13969 32
unknown	A13969 33
unknown	A13969 33 | 42027
unknown	A13969 33 | 42037
unknown	A13969 33 | 42044
unknown	A13969 34
unknown	A13969 35
unknown	A13969 36
unknown	A13969 38
unknown	A13969 41
unknown	A13969 45
unknown	A13969 47
unknown	A13969 48
unknown	A13969 49
unknown	A13969 53
unknown	A13969 55
unknown	A13969 56
unknown	A13969 57
unknown	A13969 59
unknown	A15500 2
unknown	A15500 4
unknown	A15500 5
unknown	A15500 6
unknown	A15500 7
unknown	A15500 8
unknown	A15500 9
unknown	A15500 10
unknown	A19799 4
unknown	A19799 5
unknown	A19799 8
unknown	A19799 10
unknown	A19799 11
unknown	A19799 12
unknown	A19799 13
unknown	A19799 14
unknown	A19799 15
unknown	A19799 16
unknown	A19799 17
unknown	A19799 18
unknown	A19799 18 | 42521
unknown	A19799 19
unknown	A19799 20
unknown	A19799 21
unknown	A19799 33
unknown	A19799 38
unknown	A19799 38 | 42602
unknown	A19799 38 | 42628
unknown	A19799 38 | 42644
unknown	A19799 38 | 42668
unknown	A19799 38 | 42689
unknown	A19799 38 | 42711
unknown	A19799 39
unknown	A19799 39 | 42741
unknown	A19799 39 | 42771
unknown	A19799 39 | 42802
unknown	A19799 39 | 42828
unknown	A19799 39 | 42851
unknown	A19799 39 | 42883
unknown	A19799 39 | 42905
unknown	A19799 39 | 42929
unknown	A19799 39 | 42958
unknown	A19799 39 | 42984
unknown	A19799 39 | 43008
unknown	A19799 39 | 43030
unknown	A19799 39 | 43056
unknown	A19799 40
unknown	A19799 40 | 43086
unknown	A19799 40 | 43108
unknown	A19799 40 | 43130
unknown	A19799 40 | 43155
unknown	A19799 40 | 43173
unknown	A19799 40 | 43201
unknown	A19799 40 | 43218
unknown	A19799 40 | 43239
unknown	A19799 40 | 43263
unknown	A19799 40 | 43288
unknown	A19799 40 | 43317
unknown	A19799 40 | 43340
unknown	A19799 40 | 43372
unknown	A19799 40 | 43396
unknown	A19799 40 | 43415
unknown	A19799 40 | 43436
unknown	A19799 40 | 43457
unknown	A19799 40 | 43476
unknown	A19799 40 | 43496
unknown	A19799 40 | 43516
unknown	A19799 40 | 43534
unknown	A19799 40 | 43553
unknown	A19799 40 | 43577
unknown	A19799 40 | 43595
unknown	A19799 40 | 43612
unknown	A19799 41
unknown	A19799 41 | 43651
unknown	A19799 41 | 43674
unknown	A19799 41 | 43690
unknown	A19799 41 | 43707
unknown	A19799 41 | 43727
unknown	A19799 41 | 43746
unknown	A19799 41 | 43770
unknown	A19799 41 | 43794
unknown	A19799 41 | 43819
unknown	A19799 41 | 43844
unknown	A19799 41 | 43871
unknown	A19799 42
unknown	A19799 42 | 43909
unknown	A19799 42 | 43930
unknown	A19799 42 | 43953
unknown	A19799 42 | 43979
unknown	A19799 42 | 44001
unknown	A19799 43
unknown	A19799 43 | 44036
unknown	A19799 43 | 44060
unknown	A19799 43 | 44088
unknown	A19799 43 | 44111
unknown	A19799 43 | 44137
unknown	A19799 43 | 44164
unknown	A19799 43 | 44195
unknown	A19799 44
unknown	A19799 44 | 44242
unknown	A19799 44 | 44267
unknown	A19799 44 | 44291
unknown	A19799 45
unknown	A19799 46
unknown	A19799 46 | 44371
unknown	A19799 46 | 44414
unknown	A19799 46 | 44456
unknown	A19799 47
unknown	A19799 48
unknown	A19799 48 | 44562
unknown	A19799 48 | 44588
unknown	A19799 48 | 44612
unknown	A19799 48 | 44632
unknown	A19799 48 | 44651
unknown	A19799 48 | 44677
unknown	A19799 48 | 44699
unknown	A19799 48 | 44720
unknown	A19799 48 | 44743
unknown	A19799 48 | 44769
unknown	A19799 48 | 44797
unknown	A19799 48 | 44822
unknown	A19799 48 | 44843
unknown	A19799 48 | 44864
unknown	A19799 48 | 44886
unknown	A19799 48 | 44904
unknown	A19799 48 | 44923
unknown	A19799 48 | 44940
unknown	A19799 48 | 44956
unknown	A19799 48 | 44976
unknown	A19799 48 | 44996
unknown	A19799 49
unknown	A19799 49 | 45073
unknown	A19799 50
unknown	A13284 1
unknown	A13284 5
unknown	A13284 5 | 45177
unknown	A13284 5 | 45195
unknown	A13284 6
unknown	A17018 1
unknown	A17018 7
unknown	A17018 7 | 45265
unknown	A17018 7 | 45276
unknown	A17018 7 | 45284
unknown	A17018 8
unknown	A17018 9
unknown	A17018 10
unknown	A17018 11
unknown	A17018 12
unknown	A17018 13
unknown	A17018 14
unknown	A17018 14 | 45398
unknown	A17018 14 | 45414
unknown	A17018 15
unknown	A17018 15 | 45440
unknown	A17018 15 | 45454
unknown	A17018 15 | 45476
unknown	A17018 15 | 45505
unknown	A17018 16
unknown	A17018 17
unknown	A17018 18
unknown	A17018 19
unknown	A17018 20
unknown	A17018 21
unknown	A17018 22
unknown	A17018 23
unknown	A17018 25
unknown	A17018 26
unknown	A17018 27
unknown	A17018 28
unknown	A17018 29
unknown	A17018 29 | 45696
unknown	A17018 30
unknown	A17018 31
unknown	A17018 31 | 45747
unknown	A17018 31 | 45761
unknown	A17018 31 | 45779
unknown	A17018 32
unknown	A17018 33
unknown	A19892 1
unknown	A19892 3
unknown	A19892 5
unknown	A19892 6
unknown	A19892 7
unknown	A19892 8
unknown	A19892 8 | 46130
unknown	A13288 1
unknown	A13288 3
unknown	A13288 4
unknown	A13288 6
unknown	A13288 7
unknown	A13288 8
unknown	A13288 9
unknown	A13288 10
unknown	A13288 11
unknown	A13288 12
unknown	A13288 13
unknown	A13288 13 | 46488
unknown	A13288 13 | 46519
unknown	A13288 13 | 46544
unknown	A13288 14
unknown	A13288 15
unknown	A13288 15 | 46633
unknown	A13288 15 | 46646
unknown	A13288 15 | 46658
unknown	A13288 15 | 46673
unknown	A13288 15 | 46675
unknown	A13288 16
unknown	A13288 17
unknown	A13288 18
unknown	A13288 19
unknown	A13288 20
unknown	A13288 20 | 46859
unknown	A13288 20 | 46869
unknown	A13288 21
unknown	A13288 22
unknown	A15512 5
unknown	A15512 6
unknown	A15512 7
unknown	A15512 8
unknown	A15512 9
unknown	A15512 9 | 46992
unknown	A15512 9 | 47002
unknown	A15512 9 | 47009
unknown	A15512 10
unknown	A15512 11
unknown	A15512 12
unknown	A13142 3
unknown	A13142 3 | 47092
unknown	A13142 3 | 47114
unknown	A13142 4
unknown	A13142 4 | 47145
unknown	A13142 4 | 47168
unknown	A13142 4 | 47188
unknown	A13142 4 | 47201
unknown	A13142 5
unknown	A13142 6
unknown	A13142 6 | 47213
unknown	A13142 6 | 47221
unknown	A13142 8
unknown	A18639 1
unknown	A18639 6
unknown	A18639 6 | 47265
unknown	A18639 6 | 47276
unknown	A18639 6 | 47283
unknown	A18639 6 | 47293
unknown	A18639 6 | 47304
unknown	A16171 1
unknown	A16171 6
unknown	A16171 6 | 47356
unknown	A16171 7
unknown	A16171 8
unknown	A16171 8 | 47391
unknown	A16171 8 | 47405
unknown	A16171 8 | 47413
unknown	A16171 8 | 47427
unknown	A16171 8 | 47445
unknown	A16171 8 | 47459
unknown	A16171 8 | 47471
unknown	A16171 8 | 47487
unknown	A16171 8 | 47495
unknown	A16171 8 | 47513
unknown	A16171 8 | 47526
unknown	A16171 9
unknown	A16171 9 | 47555
unknown	A16171 9 | 47578
unknown	A16171 9 | 47591
unknown	A16171 9 | 47617
unknown	A16171 10
unknown	A16171 11
unknown	A16171 11 | 47654
unknown	A16171 12
unknown	A15711 5
unknown	A15711 10
unknown	A15711 12
unknown	A15711 16
unknown	A15711 22
unknown	A15711 26
unknown	A15711 30
unknown	A15711 34
unknown	A15711 39
unknown	A15711 43
unknown	A15711 46
unknown	A15711 49
unknown	A15711 51
unknown	A15711 56
unknown	A15711 60
unknown	A15711 64
unknown	A15711 65
unknown	A15711 68
unknown	A17458 4
unknown	A17458 8
unknown	A17458 10
unknown	A17458 13
unknown	A17458 15
unknown	A13573 2
unknown	A13573 3
unknown	A12768 2
unknown	A12768 3
unknown	A12768 5
unknown	A12768 7
unknown	A12768 8
unknown	A12768 9
unknown	A12768 10
unknown	A12768 11
unknown	A12768 12
unknown	A12768 13
unknown	A12768 16
unknown	A12768 17
unknown	A12768 18
unknown	A12768 19
unknown	A12768 20
unknown	A12768 21
unknown	A16632 4
unknown	A16632 8
unknown	A16632 10
unknown	A16632 11
unknown	A16632 14
unknown	A16632 16
unknown	A16632 17
unknown	A16632 18
unknown	A16632 22
unknown	A19938 7
unknown	A19938 11
unknown	A19938 17
unknown	A19938 23
unknown	A15975 6
unknown	A15975 11
unknown	A15975 14
unknown	A15975 21
unknown	A15975 23
unknown	A15975 26
unknown	A15975 29
unknown	A15975 34
unknown	A15975 37
unknown	A15975 40
unknown	A15975 42
unknown	A15975 45
unknown	A15975 48
unknown	A15975 53
unknown	A15975 58
unknown	A15975 62
unknown	A15975 67
unknown	A15975 70
unknown	A15975 72
unknown	A15975 76
unknown	A15975 80
unknown	A15975 81
unknown	A15975 85
unknown	A15975 89
unknown	A15975 92
unknown	A15975 97
unknown	A15975 102
unknown	A15975 106
unknown	A15975 107
unknown	A15975 109
unknown	A15975 111
unknown	A15975 116
unknown	A15975 121
unknown	A15975 122
unknown	A15975 130
unknown	A15975 138
unknown	A15975 142
unknown	A15975 146
unknown	A15975 150
unknown	A13230 4
unknown	A13230 6
unknown	A13230 7
unknown	A13230 7 | 49506
unknown	A13230 8
unknown	A13230 10
unknown	A13230 11
unknown	A13230 12
unknown	A13230 13
unknown	A13230 14
unknown	A13230 15
unknown	A13230 15 | 49634
unknown	A13230 16
unknown	A13230 17
unknown	A13230 18
unknown	A13230 19
unknown	A13230 20
unknown	A13230 22
unknown	A13230 23
unknown	A13230 25
unknown	A13230 26
unknown	A13230 27
unknown	A13230 28
unknown	A13230 30
unknown	A13230 31
unknown	A13230 32
unknown	A11481 2
unknown	A11481 3
unknown	A11481 6
unknown	A11481 8
unknown	A11481 10
unknown	A11481 11
unknown	A11481 12
unknown	A11481 15
unknown	A11481 16
unknown	A11481 18
unknown	A11481 19
unknown	A11481 20
unknown	A11481 21
unknown	A16704 3
unknown	A16704 5
unknown	A16704 6
unknown	A16704 7
unknown	A16704 9
unknown	A16704 11
unknown	A16704 14
unknown	A16704 16
unknown	A16704 19
unknown	A16704 22
unknown	A16704 25
unknown	A16704 28
unknown	A16704 29
unknown	A16704 31
unknown	A16704 32
unknown	A16704 33
unknown	A16704 35
unknown	A16704 36
unknown	A16704 38
unknown	A16704 40
unknown	A16704 42
unknown	A16704 44
unknown	A16704 45
unknown	A16704 48
unknown	A16704 49
unknown	A16704 50
unknown	A16704 51
unknown	A19029 5
unknown	A19029 8
unknown	A19029 10
unknown	A19029 11
unknown	A19029 11 | 50209
unknown	A19029 11 | 50216
unknown	A19054 2
unknown	A19705 4
unknown	A19705 11
unknown	A19705 19
unknown	A19705 27
unknown	A19705 35
unknown	A19705 43
unknown	A19705 50
unknown	A19705 56
unknown	A19705 63
unknown	A19705 72
unknown	A18684 2
unknown	A18684 3
unknown	A15057 2
unknown	A15057 3
unknown	A15057 5
unknown	A15057 7
unknown	A15057 10
unknown	A15057 10 | 50521
unknown	A15057 10 | 50526
unknown	A15057 11
unknown	A15057 12
unknown	A15057 13
unknown	A15057 14
unknown	A15057 15
unknown	A15057 16
unknown	A15057 16 | 50556
unknown	A15057 16 | 50561
unknown	A15057 18
unknown	A15057 18 | 50570
unknown	A15057 18 | 50574
unknown	A15057 20
unknown	A15057 21
unknown	A15057 22
unknown	A15057 23
unknown	A15057 24
unknown	A15057 24 | 50602
unknown	A15057 24 | 50607
unknown	A15057 24 | 50614
unknown	A15057 24 | 50619
unknown	A15057 24 | 50625
unknown	A15057 25
unknown	A15057 26
unknown	A15057 26 | 50645
unknown	A15057 27
unknown	A15057 28
unknown	A15057 28 | 50660
unknown	A15057 28 | 50667
unknown	A15057 29
unknown	A15291 5
unknown	A15291 6
unknown	A15291 7
unknown	A15291 8
unknown	A15291 9
unknown	A15677 2
unknown	A11621 1
unknown	A11621 3
unknown	A11621 3 | 50808
unknown	A11621 3 | 50839
unknown	A11621 4
unknown	A16853 1
unknown	A16853 2
unknown	A16853 3
unknown	A16853 7
unknown	A16853 7 | 50995
unknown	A16853 7 | 51016
unknown	A16853 8
unknown	A16853 10
unknown	A16853 11
unknown	A16853 12
unknown	A16853 13
unknown	A16853 14
unknown	A16853 15
unknown	A16853 16
unknown	A16853 17
unknown	A16853 19
unknown	A16853 20
unknown	A16853 21
unknown	A16853 22
unknown	A16853 23
unknown	A16853 23 | 51234
unknown	A16853 23 | 51242
unknown	A16853 23 | 51250
unknown	A16853 26
unknown	A16853 26 | 51276
unknown	A16853 26 | 51285
unknown	A16853 27
unknown	A16853 29
unknown	A16853 30
unknown	A16853 32
unknown	A16853 32 | 51367
unknown	A16853 32 | 51376
unknown	A16853 33
unknown	A16853 35
unknown	A16853 36
unknown	A16853 38
unknown	A16853 38 | 51480
unknown	A16853 38 | 51494
unknown	A16853 39
unknown	A16853 41
unknown	A16853 41 | 51532
unknown	A16853 41 | 51542
unknown	A16853 41 | 51553
unknown	A16853 41 | 51568
unknown	A16853 45
unknown	A16853 46
unknown	A16853 48
unknown	A16853 48 | 51641
unknown	A16853 48 | 51663
unknown	A16853 49
unknown	A16853 50
unknown	A16853 53
unknown	A16853 53 | 51723
unknown	A16853 53 | 51735
unknown	A16853 54
unknown	A16853 56
unknown	A16853 56 | 51775
unknown	A16853 56 | 51789
unknown	A16853 56 | 51802
unknown	A16853 56 | 51813
unknown	A16853 59
unknown	A16853 59 | 51856
unknown	A16853 59 | 51870
unknown	A16853 62
unknown	A16853 63
unknown	A16853 65
unknown	A16853 65 | 51951
unknown	A16853 65 | 51963
unknown	A16853 66
unknown	A16853 68
unknown	A16853 68 | 52013
unknown	A16853 68 | 52025
unknown	A16853 68 | 52041
unknown	A16853 68 | 52054
unknown	A16853 68 | 52066
unknown	A16853 68 | 52081
unknown	A16853 68 | 52100
unknown	A16853 68 | 52113
unknown	A16853 68 | 52128
unknown	A16853 68 | 52137
unknown	A16853 68 | 52146
unknown	A16853 68 | 52159
unknown	A16853 68 | 52172
unknown	A16853 68 | 52181
unknown	A16853 68 | 52195
unknown	A16853 68 | 52208
unknown	A16853 70
unknown	A16853 71
unknown	A16853 72
unknown	A16853 73
unknown	A16853 74
unknown	A16853 75
unknown	A16853 76
unknown	A16853 77
unknown	A16853 78
unknown	A16853 79
unknown	A16853 80
unknown	A16853 81
unknown	A16853 82
unknown	A16853 83
unknown	A16853 84
unknown	A16853 85
unknown	A16853 86
unknown	A16853 88
unknown	A16853 88 | 52416
unknown	A16853 88 | 52446
unknown	A16853 91
unknown	A16853 91 | 52490
unknown	A16853 91 | 52505
unknown	A16853 92
unknown	A16853 94
unknown	A16853 94 | 52551
unknown	A16853 94 | 52563
unknown	A16853 95
unknown	A16853 97
unknown	A16853 97 | 52628
unknown	A16853 97 | 52646
unknown	A16853 98
unknown	A16853 100
unknown	A11721 1
unknown	A11721 7
unknown	A11721 14
unknown	A11721 20
unknown	A11721 27
unknown	A11721 35
unknown	A11721 47
unknown	A17371 3
unknown	A17371 8
unknown	A17371 11
unknown	A17371 13
unknown	A17371 15
unknown	A17371 17
unknown	A17371 18
unknown	A17371 20
unknown	A17371 23
unknown	A17371 25
unknown	A17371 27
unknown	A17371 29
unknown	A17371 31
unknown	A17271 1
unknown	A17271 4
unknown	A17271 4 | 53051
unknown	A17271 4 | 53108
unknown	A16174 2
unknown	A16174 4
unknown	A16174 7
unknown	A16174 8
unknown	A16174 9
unknown	A16174 11
unknown	A16174 13
unknown	A16174 16
unknown	A16174 19
unknown	A16174 20
unknown	A16174 24
unknown	A16174 28
unknown	A16174 32
unknown	A16174 34
unknown	A16174 38
unknown	A16174 40
unknown	A16174 43
unknown	A16174 44
unknown	A16174 46
unknown	A16174 48
unknown	A16174 49
unknown	A16174 50
unknown	A16174 51
unknown	A16174 53
unknown	A16174 54
unknown	A16174 59
unknown	A16174 69
unknown	A16174 72
unknown	A16174 73
unknown	A16174 74
unknown	A16174 79
unknown	A16174 82
unknown	A16174 85
unknown	A16174 86
unknown	A16174 86 | 53384
unknown	A16174 87
unknown	A16174 88
unknown	A16174 89
unknown	A16174 91
unknown	A16174 94
unknown	A16174 98
unknown	A16174 99
unknown	A16174 103
unknown	A16174 110
unknown	A16174 111
unknown	A16174 112
unknown	A16174 117
unknown	A16174 120
unknown	A16174 122
unknown	A16174 123
unknown	A16174 125
unknown	A16174 128
unknown	A16174 129
unknown	A16174 130
unknown	A16174 132
unknown	A16174 133
unknown	A13339 2
unknown	A13339 6
unknown	A13339 7
unknown	A13339 7 | 53585
unknown	A13339 8
unknown	A13339 9
unknown	A13339 10
unknown	A13339 11
unknown	A13339 12
unknown	A13339 13
unknown	A13339 14
unknown	A13339 15
unknown	A13339 16
unknown	A13339 17
unknown	A13339 18
unknown	A13339 19
unknown	A13339 20
unknown	A13339 21
unknown	A13339 22
unknown	A13339 23
unknown	A13339 24
unknown	A13339 24 | 53764
unknown	A13339 24 | 53774
unknown	A13339 25
unknown	A13339 25 | 53796
unknown	A13339 26
unknown	A13339 27
unknown	A13339 28
unknown	A13339 29
unknown	A13339 30
unknown	A13339 31
unknown	A13339 32
unknown	A13339 32 | 53916
unknown	A13339 32 | 53934
unknown	A13339 33
unknown	A13339 34
unknown	A13339 35
unknown	A13339 36
unknown	A13339 37
unknown	A13339 38
unknown	A13339 39
unknown	A13339 40
unknown	A13339 40 | 54038
unknown	A13339 41
unknown	A13339 42
unknown	A13339 42 | 54082
unknown	A13339 42 | 54098
unknown	A13339 42 | 54113
unknown	A13339 42 | 54128
unknown	A13339 42 | 54142
unknown	A13339 43
unknown	A13339 44
unknown	A13339 44 | 54172
unknown	A13339 44 | 54186
unknown	A13339 44 | 54200
unknown	A13339 45
unknown	A13339 46
unknown	A13339 48
unknown	A13339 48 | 54235
unknown	A13339 49
unknown	A13339 49 | 54261
unknown	A13339 49 | 54274
unknown	A13339 50
unknown	A13339 51
unknown	A13339 52
unknown	A13339 53
unknown	A13339 54
unknown	A13339 55
unknown	A13339 56
unknown	A13339 57
unknown	A13339 58
unknown	A13339 59
unknown	A19747 1
unknown	A19747 2
unknown	A19747 2 | 54474
unknown	A19747 3
unknown	A10559 4
unknown	A10559 5
unknown	A10559 6
unknown	A10559 6 | 54633
unknown	A10559 6 | 54687
unknown	A10559 6 | 54736
unknown	A10559 6 | 54784
unknown	A10559 6 | 54848
unknown	A10559 6 | 54896
unknown	A10559 6 | 54934
unknown	A10559 6 | 54960
unknown	A10559 6 | 54971
unknown	A10559 6 | 54993
unknown	A10559 6 | 55005
unknown	A10559 6 | 55047
unknown	A10559 6 | 55077
unknown	A10559 6 | 55111
unknown	A10559 6 | 55151
unknown	A10559 6 | 55166
unknown	A10559 6 | 55174
unknown	A11588 5
unknown	A11588 5 | 55265
unknown	A11588 5 | 55319
unknown	A11588 5 | 55360
unknown	A11588 5 | 55421
unknown	A11588 5 | 55466
unknown	A11588 5 | 55508
unknown	A11588 5 | 55554
unknown	A11588 6
unknown	A11588 6 | 55626
unknown	A11588 6 | 55676
unknown	A11588 6 | 55708
unknown	A11588 6 | 55753
unknown	A11588 6 | 55803
unknown	A11588 6 | 55853
unknown	A11588 6 | 55898
unknown	A11588 6 | 55946
unknown	A11588 6 | 55992
unknown	A11588 6 | 56045
unknown	A11588 6 | 56093
unknown	A11588 6 | 56166
unknown	A11588 7
unknown	A11588 7 | 56240
unknown	A11588 7 | 56294
unknown	A11588 7 | 56363
unknown	A11588 7 | 56426
unknown	A11588 7 | 56482
unknown	A11588 7 | 56550
unknown	A11588 7 | 56608
unknown	A11588 8
unknown	A15829 3
unknown	A15829 3 | 56701
