tcpID,curr_div_idx,beginning,topic,entities
A35074,3 | 44,rebel way faith Christians hypocrisy other offering swear subjection heir,king: 0.5; god: 0.5; man: 0.5; hand: 0.45; another: 0.45; person: 0.45; religion: 0.4; day: 0.3; part: 0.25; sovereign: 0.2; son: 0.2; crown: 0.15; popery: 0.1; rebellion: 0.1; people: 0.1; conscience: 0.1; word: 0.1; sin: 0.05; saint: 0.05; church: 0.05,"('one', 'CARDINAL'): 9; ('first', 'ORDINAL'): 5; ('two', 'CARDINAL'): 4; ('three', 'CARDINAL'): 3; ('Christians', 'NORP'): 2; ('king|be', 'PERSON'): 2; ('Judas', 'PERSON'): 1; ('Hermes', 'GPE'): 1; ('Holmby', 'GPE'): 1; ('James', 'PERSON'): 1; ('Jacob', 'NORP'): 1; ('Stevens Chappel', 'PERSON'): 1; ('Rome', 'GPE'): 1; ('the first year', 'DATE'): 1; ('A.D. 1625', 'DATE'): 1; ('A.D. 1628', 'DATE'): 1; ('3', 'CARDINAL'): 1; ('Reg', 'PERSON'): 1; ('A.D. 1640', 'DATE'): 1; ('Wellington', 'GPE'): 1; ('Stafford', 'GPE'): 1; ('19', 'CARDINAL'): 1; ('Septemb', 'ORG'): 1; ('1642', 'DATE'): 1; ('Elizabeth', 'PERSON'): 1; ('OXON', 'GPE'): 1; ('A.D. 1643', 'DATE'): 1; ('latin', 'NORP'): 1; ('may 1644', 'DATE'): 1; ('Ragland', 'ORG'): 1; ('A.D. 1645', 'DATE'): 1; ('it|be', 'PERSON'): 1; ('Psal', 'PERSON'): 1; ('3. Psal', 'CARDINAL'): 1; ('11', 'CARDINAL'): 1; ('•', 'NORP'): 1; ('quem laeferis', 'PERSON'): 1; ('Jew', 'NORP'): 1; ('Stephens', 'PERSON'): 1; ('Us', 'GPE'): 1; ('God', 'PERSON'): 1; ('christian', 'NORP'): 1; ('Loyaltyas', 'PERSON'): 1; ('this dismal day', 'DATE'): 1; ('noon', 'TIME'): 1; ('the three day', 'DATE'): 1; ('91', 'CARDINAL'): 1; ('5', 'CARDINAL'): 1; ('Ananias', 'PERSON'): 1; ('Saphyra', 'GPE'): 1; ('Cato', 'ORG'): 1; ('Diagoras', 'PERSON'): 1; ('Diogenes', 'ORG'): 1; ('nat', 'PERSON'): 1; ('Adikema', 'ORG'): 1; ('above 1600 year', 'DATE'): 1; ('49', 'DATE'): 1; ('Jacob', 'PERSON'): 1; ('Simeon', 'GPE'): 1; ('Levi', 'PERSON'): 1; ('Diana', 'PERSON'): 1; ('Molock', 'PERSON'): 1; ('Scythians', 'NORP'): 1; ('Belial', 'GPE'): 1; ('Machiavel', 'ORG'): 1; ('Solomon', 'PERSON'): 1; ('half', 'CARDINAL'): 1; ('four', 'CARDINAL'): 1; ('five', 'CARDINAL'): 1; ('Britain', 'GPE'): 1; ('Charles', 'PERSON'): 1; ('vel neutrum flammis', 'PERSON'): 1; ('english', 'NORP'): 1; ('Prelacy', 'PERSON'): 1; ('Nemo', 'PERSON'): 1"
A35074,3 | 59,Samson fabric church state ear calling deep cup war state,god: 0.5; blood: 0.5; conscience: 0.5; king: 0.5; self: 0.5; sin: 0.5; sovereign: 0.4; death: 0.35; soul: 0.35; man: 0.3; father: 0.25; heaven: 0.2; crime: 0.05; lord: 0.05; judge: 0.05,"('Dan', 'PERSON'): 2; ('this day', 'DATE'): 2; ('Samson', 'ORG'): 1; ('Jew', 'NORP'): 1; ('Judas', 'PERSON'): 1; ('Aeneas', 'PERSON'): 1; ('magna fui', 'ORG'): 1; ('haret lateri lethalis arundo', 'PERSON'): 1; ('Hercules', 'GPE'): 1; ('Sodom', 'ORG'): 1; ('9 12', 'DATE'): 1; ('Jerusalem', 'GPE'): 1; ('9 7', 'DATE'): 1; ('1', 'CARDINAL'): 1; ('Sam •', 'PERSON'): 1; ('25', 'CARDINAL'): 1; ('1.', 'CARDINAL'): 1; ('Saul', 'PERSON'): 1; ('2.', 'CARDINAL'): 1; ('John 11', 'PERSON'): 1; ('49', 'DATE'): 1; ('3.', 'CARDINAL'): 1; ('Pharaoh', 'GPE'): 1; ('Herod', 'ORG'): 1; ('David', 'PERSON'): 1; ('Uriah', 'PERSON'): 1; ('4.', 'CARDINAL'): 1; ('5.', 'CARDINAL'): 1; ('Isa', 'LOC'): 1; ('5', 'CARDINAL'): 1; ('20', 'CARDINAL'): 1; ('6.', 'CARDINAL'): 1; ('our day', 'DATE'): 1; ('christian', 'NORP'): 1; ('jubet', 'PERSON'): 1; ('Croesus', 'PRODUCT'): 1; ('Creson', 'ORG'): 1; ('some thousand', 'CARDINAL'): 1; ('as many more', 'CARDINAL'): 1; ('first', 'ORDINAL'): 1; ('king|be', 'PERSON'): 1; ('God', 'PERSON'): 1; ('thou', 'GPE'): 1; ('half', 'CARDINAL'): 1; ('arrear', 'DATE'): 1; ('Christians', 'NORP'): 1; ('Charles', 'PERSON'): 1; ('second', 'ORDINAL'): 1; ('Trajano', 'PERSON'): 1; ('Trajan', 'PERSON'): 1; ('Augustus', 'PERSON'): 1; ('Jesus Christ', 'PERSON'): 1; ('finis', 'NORP'): 1"
A32857,17 | 684,measure injustice creed point belief point belief practice D. potter,creed: 0.5; thing: 0.5; faith: 0.5; point: 0.5; apostle: 0.5; potter: 0.5; belief: 0.5; answer: 0.5; church: 0.4; question: 0.3; god: 0.15; article: 0.1; man: 0.05,"('D.', 'NORP'): 24; ('christian', 'NORP'): 7; ('§', 'NORP'): 5; ('one', 'CARDINAL'): 3; ('first', 'ORDINAL'): 3; ('Christians', 'NORP'): 3; ('Christian', 'NORP'): 2; ('half', 'CARDINAL'): 2; ('two', 'CARDINAL'): 2; ('1', 'CARDINAL'): 2; ('2', 'CARDINAL'): 2; ('second', 'ORDINAL'): 2; ('27', 'CARDINAL'): 2; ('Ephesians', 'NORP'): 2; ('Paul', 'PERSON'): 2; ('S. Paul', 'PERSON'): 2; ('three year', 'DATE'): 2; ('three', 'CARDINAL'): 2; ('58', 'DATE'): 1; ('59', 'CARDINAL'): 1; ('imum qualis', 'PERSON'): 1; ('60', 'CARDINAL'): 1; ('61', 'CARDINAL'): 1; ('Ausonius', 'PERSON'): 1; ('Fescennine', 'PERSON'): 1; ('Virgil', 'ORG'): 1; ('Virgil', 'PERSON'): 1; ('62', 'CARDINAL'): 1; ('63', 'CARDINAL'): 1; ('64.', 'CARDINAL'): 1; ('20 , 21', 'DATE'): 1; ('22', 'DATE'): 1; ('two .', 'DATE'): 1; ('Gregery of Valentia', 'PERSON'): 1; ('Nicene', 'ORG'): 1; ('65', 'CARDINAL'): 1; ('23', 'CARDINAL'): 1; ('24', 'DATE'): 1; ('25', 'DATE'): 1; ('66', 'CARDINAL'): 1; ('67', 'CARDINAL'): 1; ('damnabitur', 'PERSON'): 1; ('O.', 'PERSON'): 1; ('69.', 'CARDINAL'): 1; ('20', 'CARDINAL'): 1; ('s. Paul', 'PERSON'): 1; ('70', 'DATE'): 1; ('223', 'CARDINAL'): 1; ('Paul', 'ORG'): 1; ('71', 'CARDINAL'): 1; ('Jew', 'NORP'): 1; ('Jesus Christ', 'PERSON'): 1; ('this day', 'DATE'): 1; ('every one night', 'TIME'): 1; ('72', 'CARDINAL'): 1; ('five', 'CARDINAL'): 1; ('73', 'CARDINAL'): 1; ('25', 'CARDINAL'): 1; ('Answ', 'PERSON'): 1; ('Creed', 'ORG'): 1; ('74', 'CARDINAL'): 1; ('four', 'CARDINAL'): 1; ('75', 'CARDINAL'): 1; ('26', 'CARDINAL'): 1; ('Pontius Pilate', 'ORG'): 1; ('three day', 'DATE'): 1; ('76', 'DATE'): 1; ('saint John', 'PERSON'): 1; ('Jesus', 'PERSON'): 1; ('Gordonius Huntlaeus', 'PERSON'): 1; ('Contr', 'GPE'): 1; ('10', 'CARDINAL'): 1"
A32857,18 | 804,roman church church protestant other roman protestant doctrine church church,church: 0.45; communion: 0.45; protestant: 0.45; man: 0.45; schismatics: 0.45; cause: 0.45; corruption: 0.45; error: 0.4; truth: 0.3; thing: 0.2; reason: 0.2; god: 0.2; paul: 0.05; passion: 0.05; plague: 0.05; place: 0.05; piety: 0.05; persuade: 0.05; person: 0.05; persecute: 0.05; perron: 0.05; pleasure: 0.05; corrupt: 0.05,"('one', 'CARDINAL'): 10; ('Luther', 'PERSON'): 7; ('Donatus', 'ORG'): 5; ('first', 'ORDINAL'): 4; ('D.', 'NORP'): 4; ('greek', 'NORP'): 3; ('three', 'CARDINAL'): 3; ('second', 'ORDINAL'): 3; ('Waldenses', 'PERSON'): 2; ('Hussites', 'GPE'): 2; ('armenian', 'NORP'): 2; ('Georgians', 'NORP'): 2; ('Sympton', 'PERSON'): 2; ('America', 'GPE'): 2; ('2', 'CARDINAL'): 1; ('Wick', 'PERSON'): 1; ('Muscovite', 'PERSON'): 1; ('aethiopian', 'GPE'): 1; ('47', 'DATE'): 1; ('48', 'DATE'): 1; ('49', 'DATE'): 1; ('50', 'DATE'): 1; ('51', 'DATE'): 1; ('52', 'DATE'): 1; ('53', 'DATE'): 1; ('54', 'DATE'): 1; ('55', 'CARDINAL'): 1; ('25', 'CARDINAL'): 1; ('•ustifie', 'ORG'): 1; ('Sodom', 'GPE'): 1; ('26', 'CARDINAL'): 1; ('27', 'CARDINAL'): 1; ('S. Paul', 'PERSON'): 1; ('Muscovite', 'GPE'): 1; ('Aeneus Silvius', 'PERSON'): 1; ('England', 'GPE'): 1; ('God', 'PERSON'): 1; ('28', 'CARDINAL'): 1; ('29', 'CARDINAL'): 1; ('four', 'CARDINAL'): 1; ('30', 'CARDINAL'): 1; ('1.', 'CARDINAL'): 1; ('31', 'CARDINAL'): 1; ('2.', 'CARDINAL'): 1; ('32.', 'CARDINAL'): 1; ('3.', 'CARDINAL'): 1; ('at least as', 'CARDINAL'): 1; ('33', 'CARDINAL'): 1; ('14', 'DATE'): 1; ('15', 'DATE'): 1; ('Austine', 'ORG'): 1; ('whereunto', 'GPE'): 1; ('34', 'CARDINAL'): 1; ('16', 'CARDINAL'): 1; ('35.', 'CARDINAL'): 1; ('the day', 'DATE'): 1; ('Elias', 'PERSON'): 1; ('Israel', 'GPE'): 1; ('Christians', 'NORP'): 1; ('Baal', 'LOC'): 1; ('36', 'CARDINAL'): 1; ('37', 'CARDINAL'): 1; ('38', 'CARDINAL'): 1; ('39', 'CARDINAL'): 1; ('40', 'CARDINAL'): 1; ('41', 'CARDINAL'): 1; ('every night', 'TIME'): 1; ('two', 'CARDINAL'): 1; ('42.', 'CARDINAL'): 1; ('third', 'ORDINAL'): 1; ('43', 'CARDINAL'): 1; ('saint cyprian', 'PERSON'): 1; ('nova', 'LOC'): 1; ('44', 'CARDINAL'): 1; ('17', 'CARDINAL'): 1; ('45.', 'CARDINAL'): 1; ('fugati', 'GPE'): 1; ('casau•um .', 'GPE'): 1; ('Card', 'PRODUCT'): 1; ('Perron', 'PERSON'): 1"
A32857,18 | 857,reason schism church cut body Christ Ans. difference separation schism,church: 0.5; error: 0.5; man: 0.5; monastery: 0.5; case: 0.45; reformation: 0.45; schism: 0.4; self: 0.35; thing: 0.25; corruption: 0.25; god: 0.2; company: 0.2; salvation: 0.15; disease: 0.1; reason: 0.1; protestant: 0.1,"('D.', 'NORP'): 8; ('first', 'ORDINAL'): 5; ('two', 'CARDINAL'): 4; ('one', 'CARDINAL'): 3; ('Rome', 'GPE'): 3; ('four', 'CARDINAL'): 2; ('Peter', 'PERSON'): 2; ('S. John', 'PERSON'): 2; ('81', 'CARDINAL'): 2; ('32', 'DATE'): 2; ('second', 'ORDINAL'): 2; ('Luther', 'PERSON'): 2; ('75', 'CARDINAL'): 1; ('76', 'DATE'): 1; ('79', 'CARDINAL'): 1; ('80', 'CARDINAL'): 1; ('§', 'NORP'): 1; ('28', 'CARDINAL'): 1; ('29', 'DATE'): 1; ('this day', 'DATE'): 1; ('Asia', 'LOC'): 1; ('Novatian', 'NORP'): 1; ('Cornelius', 'ORG'): 1; ('Felicissimus', 'PERSON'): 1; ('John', 'PERSON'): 1; ('82', 'CARDINAL'): 1; ('four and five', 'CARDINAL'): 1; ('five', 'CARDINAL'): 1; ('England', 'GPE'): 1; ('83', 'CARDINAL'): 1; ('30 , 31', 'DATE'): 1; ('82', 'DATE'): 1; ('84', 'CARDINAL'): 1; ('85', 'DATE'): 1; ('Paul', 'PERSON'): 1; ('86.', 'CARDINAL'): 1; ('third', 'ORDINAL'): 1; ('Cummin', 'ORG'): 1; ('87', 'CARDINAL'): 1; ('Christian', 'NORP'): 1; ('88', 'CARDINAL'): 1; ('greek', 'NORP'): 1; ('keth', 'PERSON'): 1; ('89', 'CARDINAL'): 1; ('three', 'CARDINAL'): 1; ('Mundus contra Athanasium', 'ORG'): 1; ('Athanasius contra', 'ORG'): 1; ('so many thousand', 'CARDINAL'): 1; ('90', 'CARDINAL'): 1; ('christian', 'NORP'): 1"
A32857,20 | 1075,defence make lead error supposition confession confession concession doctor assertion,church: 0.5; error: 0.5; man: 0.5; faith: 0.5; justify: 0.45; point: 0.45; protestant: 0.45; work: 0.45; doctrine: 0.4; salvation: 0.4; sense: 0.15; truth: 0.15; word: 0.1,"('D.', 'NORP'): 4; ('three', 'CARDINAL'): 4; ('Christians', 'NORP'): 3; ('first', 'ORDINAL'): 3; ('§', 'NORP'): 3; ('79', 'CARDINAL'): 2; ('catholic', 'NORP'): 2; ('1', 'CARDINAL'): 2; ('29', 'CARDINAL'): 1; ('11', 'CARDINAL'): 1; ('20', 'CARDINAL'): 1; ('60', 'CARDINAL'): 1; ('68', 'CARDINAL'): 1; ('Rome', 'GPE'): 1; ('78', 'CARDINAL'): 1; ('s•••', 'GPE'): 1; ('4.', 'CARDINAL'): 1; ('5', 'CARDINAL'): 1; ('41', 'CARDINAL'): 1; ('30', 'CARDINAL'): 1; ('12', 'CARDINAL'): 1; ('Crimina', 'GPE'): 1; ('Librat', 'NORP'): 1; ('figuras laudatur', 'PERSON'): 1; ('2', 'CARDINAL'): 1; ('Calvinist', 'ORG'): 1; ('Dominicans', 'NORP'): 1; ('Calvinists', 'NORP'): 1; ('3.', 'CARDINAL'): 1; ('32', 'CARDINAL'): 1; ('half', 'CARDINAL'): 1; ('Paul', 'PERSON'): 1; ('13', 'CARDINAL'): 1; ('Corinth', 'ORDINAL'): 1; ('33', 'CARDINAL'): 1; ('christian', 'NORP'): 1; ('Christian', 'NORP'): 1; ('34', 'CARDINAL'): 1; ('Polycrates', 'ORG'): 1; ('Stephen', 'GPE'): 1; ('saint cyprian', 'PERSON'): 1; ('Aristotle de anima', 'ORG'): 1; ('Cicero', 'ORG'): 1; ('one', 'CARDINAL'): 1; ('35', 'DATE'): 1; ('3', 'CARDINAL'): 1; ('54', 'DATE'): 1"
A32826,3,necessity place surround danger God potentate plot contrivance mischief another,prayer: 0.5; god: 0.45; lord: 0.45; verse: 0.45; psal: 0.45; soul: 0.45; trouble: 0.4; name: 0.35; man: 0.3; practice: 0.3; time: 0.25; enemy: 0.2; pour: 0.05; power: 0.05; policy: 0.05; portion: 0.05; possibility: 0.05; potentate: 0.05; poet: 0.05; pretence: 0.05; pliny: 0.05,"('Psal', 'PERSON'): 8; ('David', 'PERSON'): 6; ('thou', 'GPE'): 5; ('first', 'ORDINAL'): 4; ('4', 'CARDINAL'): 3; ('16', 'CARDINAL'): 3; ('17', 'CARDINAL'): 3; ('6', 'CARDINAL'): 3; ('1', 'CARDINAL'): 3; ('one', 'CARDINAL'): 2; ('43', 'CARDINAL'): 2; ('second', 'ORDINAL'): 2; ('Israel', 'GPE'): 2; ('noon', 'TIME'): 2; ('the day', 'DATE'): 2; ('James', 'PERSON'): 2; ('Jesus', 'PERSON'): 2; ('Baal', 'LOC'): 2; ('Hydra', 'PERSON'): 1; ('5', 'DATE'): 1; ('Belial', 'GPE'): 1; ('39', 'CARDINAL'): 1; ('48', 'CARDINAL'): 1; ('44', 'CARDINAL'): 1; ('a day', 'DATE'): 1; ('18', 'CARDINAL'): 1; ('19', 'CARDINAL'): 1; ('46', 'DATE'): 1; ('Ziklag', 'ORG'): 1; ('30.6', 'CARDINAL'): 1; ('42', 'DATE'): 1; ('18.1', 'CARDINAL'): 1; ('Idiom', 'ORG'): 1; ('deliverer', 'ORG'): 1; ('3.17', 'CARDINAL'): 1; ('18', 'DATE'): 1; ('19', 'DATE'): 1; ('18.32', 'CARDINAL'): 1; ('33', 'DATE'): 1; ('nonlatinalphabet', 'GPE'): 1; ('D. Chrysost', 'ORG'): 1; ('Psal', 'LOC'): 1; ('143.2', 'CARDINAL'): 1; ('10', 'CARDINAL'): 1; ('14', 'DATE'): 1; ('7', 'CARDINAL'): 1; ('dr.', 'PERSON'): 1; ('Trem', 'PERSON'): 1; ('Vatabl', 'PERSON'): 1; ('Invoco', 'ORG'): 1; ('142d', 'PRODUCT'): 1; ('5', 'CARDINAL'): 1; ('Vulg', 'PERSON'): 1; ('55', 'DATE'): 1; ('destroy', 'PERSON'): 1; ('deceit', 'GPE'): 1; ('evening', 'TIME'): 1; ('86', 'DATE'): 1; ('thou daily', 'DATE'): 1; ('116', 'CARDINAL'): 1; ('this 18th', 'DATE'): 1; ('the 18th', 'DATE'): 1; ('50.15', 'CARDINAL'): 1; ('Hezekiah', 'PERSON'): 1; ('Isaiah', 'PERSON'): 1; ('2', 'CARDINAL'): 1; ('19.3', 'CARDINAL'): 1; ('4', 'DATE'): 1; ('Lucret', 'PERSON'): 1; ('3', 'CARDINAL'): 1; ('Isa', 'ORG'): 1; ('26.16', 'CARDINAL'): 1; ('Psal', 'NORP'): 1; ('107', 'CARDINAL'): 1; ('27', 'CARDINAL'): 1; ('28', 'DATE'): 1; ('Jonah 1.5', 'PERSON'): 1; ('Jonah', 'GPE'): 1; ('14', 'CARDINAL'): 1; ('Matth', 'PERSON'): 1; ('8', 'CARDINAL'): 1; ('Salvian', 'PERSON'): 1; ('Denyers', 'PERSON'): 1; ('Lib', 'PERSON'): 1; ('daily', 'DATE'): 1; ('Seneca', 'PERSON'): 1; ('nec', 'ORG'): 1; ('hunc furorem', 'ORG'): 1; ('Deos', 'PERSON'): 1; ('Jam', 'PERSON'): 1; ('4.3', 'CARDINAL'): 1; ('three', 'CARDINAL'): 1; ('Evangelical', 'NORP'): 1; ('third', 'ORDINAL'): 1; ('Jehovah', 'PERSON'): 1; ('5.59', 'CARDINAL'): 1; ('Stephen', 'GPE'): 1; ('Christians', 'NORP'): 1; ('9', 'CARDINAL'): 1; ('14-21', 'DATE'): 1; ('1.2', 'CARDINAL'): 1; ('Jesus Christ', 'PERSON'): 1; ('97', 'CARDINAL'): 1; ('Baal', 'PERSON'): 1; ('18.24', 'CARDINAL'): 1; ('26', 'CARDINAL'): 1; ('from morning', 'TIME'): 1; ('20', 'CARDINAL'): 1; ('115', 'CARDINAL'): 1; ('135', 'CARDINAL'): 1"
A32826,3 | 1689,confidence dependence other thing Psal. trust chariot horse name lord,lord: 0.5; god: 0.5; prayer: 0.5; praise: 0.5; psal: 0.5; man: 0.5; way: 0.5; name: 0.5; thing: 0.3; mercy: 0.2; heart: 0.15; hand: 0.1; bless: 0.1; prophet: 0.05; self: 0.05; eye: 0.05,"('2', 'CARDINAL'): 9; ('Psal', 'PERSON'): 6; ('it|be', 'PERSON'): 6; ('1', 'CARDINAL'): 6; ('thou', 'GPE'): 5; ('Isa', 'ORG'): 5; ('first', 'ORDINAL'): 5; ('two', 'CARDINAL'): 4; ('one', 'CARDINAL'): 4; ('6', 'CARDINAL'): 3; ('second', 'ORDINAL'): 3; ('Ch', 'PERSON'): 3; ('18', 'DATE'): 3; ('8', 'DATE'): 2; ('20', 'DATE'): 2; ('Uriah', 'PERSON'): 2; ('David', 'PERSON'): 2; ('4.6', 'CARDINAL'): 2; ('Jam', 'PERSON'): 2; ('3', 'CARDINAL'): 2; ('Isaiah', 'PERSON'): 2; ('Jesus Christ', 'PERSON'): 2; ('Daniel', 'PERSON'): 2; ('14', 'DATE'): 2; ('nonlatinalphabet', 'GPE'): 2; ('18.10', 'CARDINAL'): 1; ('Hos', 'ORG'): 1; ('7.10', 'CARDINAL'): 1; ('11', 'DATE'): 1; ('Israel', 'GPE'): 1; ('Ephraim', 'PERSON'): 1; ('Egypt', 'GPE'): 1; ('Assyria', 'GPE'): 1; ('Jer', 'PERSON'): 1; ('17.5', 'CARDINAL'): 1; ('7', 'DATE'): 1; ('52.8', 'CARDINAL'): 1; ('Psal.', 'LAW'): 1; ('9', 'CARDINAL'): 1; ('10', 'CARDINAL'): 1; ('19.10', 'CARDINAL'): 1; ('22.9', 'CARDINAL'): 1; ('Romish', 'NORP'): 1; ('Chamier', 'ORG'): 1; ('2.', 'CARDINAL'): 1; ('John 9.31 .', 'PERSON'): 1; ('Sin', 'ORG'): 1; ('15', 'CARDINAL'): 1; ('50', 'CARDINAL'): 1; ('1.28', 'CARDINAL'): 1; ('28.9', 'CARDINAL'): 1; ('1.15', 'CARDINAL'): 1; ('19', 'CARDINAL'): 1; ('55.6', 'CARDINAL'): 1; ('58', 'DATE'): 1; ('26.6', 'CARDINAL'): 1; ('34.15', 'CARDINAL'): 1; ('66.18', 'CARDINAL'): 1; ('18.20', 'CARDINAL'): 1; ('Loc', 'GPE'): 1; ('22', 'CARDINAL'): 1; ('Nathan', 'GPE'): 1; ('15.5', 'CARDINAL'): 1; ('Uriah the Hittite', 'WORK_OF_ART'): 1; ('third', 'ORDINAL'): 1; ('29.13', 'CARDINAL'): 1; ('5.5', 'CARDINAL'): 1; ('9.12', 'CARDINAL'): 1; ('10.17', 'CARDINAL'): 1; ('22.29', 'DATE'): 1; ('Malachi', 'PERSON'): 1; ('1.8', 'CARDINAL'): 1; ('Hebr', 'PERSON'): 1; ('12.28', 'CARDINAL'): 1; ('11.6', 'CARDINAL'): 1; ('God', 'PERSON'): 1; ('James', 'PERSON'): 1; ('1.5', 'CARDINAL'): 1; ('6', 'DATE'): 1; ('christian', 'NORP'): 1; ('17.1', 'CARDINAL'): 1; ('145.18', 'CARDINAL'): 1; ('29.12', 'CARDINAL'): 1; ('Paul', 'PERSON'): 1; ('Tim', 'PERSON'): 1; ('4', 'CARDINAL'): 1; ('Gal', 'PERSON'): 1; ('4.18', 'CARDINAL'): 1; ('64.7', 'CARDINAL'): 1; ('5', 'CARDINAL'): 1; ('13.1', 'CARDINAL'): 1; ('Matth', 'PERSON'): 1; ('5.', 'CARDINAL'): 1; ('18.25', 'CARDINAL'): 1; ('2.13', 'CARDINAL'): 1; ('6.38', 'CARDINAL'): 1; ('Prov', 'ORG'): 1; ('21.13', 'CARDINAL'): 1; ('25.5.37.7.86.3', 'CARDINAL'): 1; ('123.2', 'CARDINAL'): 1; ('Luk', 'PERSON'): 1; ('conveniet', 'NORP'): 1; ('2 Sam 15.25', 'PERSON'): 1; ('26', 'DATE'): 1; ('8', 'CARDINAL'): 1; ('Dan', 'PERSON'): 1; ('9.17', 'CARDINAL'): 1; ('Christum', 'GPE'): 1; ('Castalio', 'ORG'): 1; ('14.13', 'CARDINAL'): 1; ('3.17', 'CARDINAL'): 1; ('Hercules', 'GPE'): 1; ('Nehem', 'GPE'): 1; ('4.9', 'CARDINAL'): 1; ('Hierocles', 'GPE'): 1; ('Pythag', 'GPE'): 1; ('17.21', 'CARDINAL'): 1; ('Ezra', 'GPE'): 1; ('Nehemiah', 'GPE'): 1; ('Esther', 'GPE'): 1; ('Joel', 'PERSON'): 1; ('Zion', 'GPE'): 1; ('that day', 'DATE'): 1; ('22.12', 'CARDINAL'): 1; ('13', 'DATE'): 1; ('Zephaniah', 'PERSON'): 1; ('Zeph', 'PERSON'): 1; ('3.9', 'CARDINAL'): 1; ('Christians', 'NORP'): 1; ('2.1', 'CARDINAL'): 1; ('Peter', 'PERSON'): 1; ('12.5.12', 'CARDINAL'): 1; ('18.19', 'CARDINAL'): 1; ('Ignatius', 'ORG'): 1; ('20', 'CARDINAL'): 1; ('three', 'CARDINAL'): 1; ('22', 'DATE'): 1; ('laudans', 'NORP'): 1; ('Arabic', 'LANGUAGE'): 1; ('Chaldee', 'NORP'): 1; ('dr. H.', 'PERSON'): 1; ('Decapl', 'PERSON'): 1; ('Loc', 'PERSON'): 1; ('R. Sol', 'PERSON'): 1; ('Apollinarius', 'PERSON'): 1; ('latin m. S.', 'NORP'): 1; ('Clarius', 'PERSON'): 1; ('Calvin', 'PERSON'): 1; ('laudibus', 'ORG'): 1; ('116', 'CARDINAL'): 1; ('13', 'CARDINAL'): 1; ('17', 'CARDINAL'): 1; ('Phil', 'PERSON'): 1"
A34900,1,light God countenance glory God face GHRIST Jesus vanity sermon,light: 0.5; god: 0.5; soul: 0.5; lord: 0.5; david: 0.45; worldling: 0.4; life: 0.4; countenance: 0.35; heaven: 0.3; text: 0.25; heart: 0.2; part: 0.2; grace: 0.15; man: 0.1; stone: 0.1; saint: 0.05; christ: 0.05,"('David', 'PERSON'): 6; ('one', 'CARDINAL'): 4; ('three', 'CARDINAL'): 4; ('nonlatinalphabet', 'GPE'): 3; ('1', 'CARDINAL'): 3; ('John CRAGGE', 'PERSON'): 2; ('Jerusalem', 'GPE'): 2; ('first', 'ORDINAL'): 2; ('Jesus', 'PERSON'): 2; ('Samuel', 'PERSON'): 2; ('second', 'ORDINAL'): 2; ('2', 'CARDINAL'): 2; ('GHRIST Jesus', 'ORG'): 1; ('Lantilio', 'NORP'): 1; ('Monmouth', 'GPE'): 1; ('June 5', 'DATE'): 1; ('1653', 'DATE'): 1; ('Dispenser', 'PERSON'): 1; ('John 1.9', 'PERSON'): 1; ('13.45', 'CARDINAL'): 1; ('46', 'DATE'): 1; ('London', 'GPE'): 1; ('J.G.', 'GPE'): 1; ('Grantham', 'PERSON'): 1; ('S. Paul be Church-yard', 'PERSON'): 1; ('1654', 'DATE'): 1; ('William Williams', 'PERSON'): 1; ('Margaret William', 'PERSON'): 1; ('it|be God', 'PERSON'): 1; ('Segnius', 'ORG'): 1; ('quam quae', 'PERSON'): 1; ('indian', 'NORP'): 1; ('China', 'GPE'): 1; ('west Indians', 'NORP'): 1; ('Solomons', 'ORG'): 1; ('Tarshish', 'NORP'): 1; ('it|be', 'GPE'): 1; ('rearle', 'PERSON'): 1; ('Aesculsapius', 'PERSON'): 1; ('Vulcan', 'NORP'): 1; ('Opalum', 'ORG'): 1; ('Granado', 'PERSON'): 1; ('ten thousand', 'CARDINAL'): 1; ('the last day', 'DATE'): 1; ('every day', 'DATE'): 1; ('Jehovah', 'PERSON'): 1; ('4 6', 'CARDINAL'): 1; ('Sauls', 'PERSON'): 1; ('that|be', 'GPE'): 1; ('Saul', 'PERSON'): 1; ('four and five', 'CARDINAL'): 1; ('Alpha', 'PERSON'): 1; ('Omega', 'GPE'): 1; ('spring', 'DATE'): 1; ('two', 'CARDINAL'): 1; ('7.2', 'CARDINAL'): 1; ('8', 'CARDINAL'): 1; ('3.', 'CARDINAL'): 1; ('temporaris trash', 'PERSON'): 1; ('4.', 'CARDINAL'): 1"
