tcpID,curr_div_idx,beginning,topic,entities
A96438,31,learn apology shape creature reason tempter tempt knowledge shape angel,learning: 0.5; man: 0.5; word: 0.5; god: 0.5; truth: 0.5; discourse: 0.4; book: 0.35; christ: 0.35; place: 0.3; paul: 0.25; people: 0.25; ability: 0.25; reason: 0.25; art: 0.1,"('first', 'ORDINAL'): 8; ('Paul', 'PERSON'): 8; ('one', 'CARDINAL'): 8; ('second', 'ORDINAL'): 5; ('three', 'CARDINAL'): 4; ('two', 'CARDINAL'): 3; ('1', 'CARDINAL'): 3; ('Canaan', 'GPE'): 2; ('egyptian', 'NORP'): 2; ('Christians', 'NORP'): 2; ('1.', 'CARDINAL'): 2; ('Quibusdam', 'PERSON'): 2; ('12', 'CARDINAL'): 2; ('2', 'CARDINAL'): 2; ('4', 'CARDINAL'): 2; ('Tertullus', 'CARDINAL'): 2; ('Edward', 'PERSON'): 2; ('Jerusalem', 'GPE'): 1; ('Pulpitarians', 'NORP'): 1; ('Pharaoh', 'PERSON'): 1; ('the red sea', 'LOC'): 1; ('Aaron', 'PERSON'): 1; ('garrison', 'PERSON'): 1; ('Tew', 'PERSON'): 1; ('Academia', 'ORG'): 1; ('Trinity', 'ORG'): 1; ('Israel', 'GPE'): 1; ('Malleus', 'LOC'): 1; ('2.', 'CARDINAL'): 1; ('Quintilian', 'NORP'): 1; ('Tacitus', 'ORG'): 1; ('equidem', 'GPE'): 1; ('Horace de arte', 'ORG'): 1; ('Poetica', 'PERSON'): 1; ('Apium', 'ORG'): 1; ('Plant', 'ORG'): 1; ('Hagar', 'PERSON'): 1; ('English', 'LANGUAGE'): 1; ('nay', 'PERSON'): 1; ('Massani•llo', 'ORG'): 1; ('Salomon', 'ORG'): 1; ('10', 'CARDINAL'): 1; ('garb', 'PERSON'): 1; ('lib .', 'PERSON'): 1; ('739', 'CARDINAL'): 1; ('the whole year', 'DATE'): 1; ('Hierome', 'GPE'): 1; ('scripturas quas non intelligunt', 'PERSON'): 1; ('quam doctorum', 'PERSON'): 1; ('Demetriad', 'ORG'): 1; ('Artium', 'ORG'): 1; ('alieni', 'NORP'): 1; ('florem aegris', 'PERSON'): 1; ('intuentur', 'GPE'): 1; ('quam ad', 'PERSON'): 1; ('multis qui', 'PERSON'): 1; ('laboribus', 'PERSON'): 1; ('Giftishness•', 'PERSON'): 1; ('Manicis', 'GPE'): 1; ('Embasys', 'PERSON'): 1; ('Eras', 'NORP'): 1; ('335', 'CARDINAL'): 1; ('Multitudini', 'PERSON'): 1; ('dicerem', 'PERSON'): 1; ('Pollio', 'PERSON'): 1; ('commedè agendo', 'PERSON'): 1; ('saepè agerem', 'PERSON'): 1; ('Erasmus', 'PRODUCT'): 1; ('nimia facilitas', 'ORG'): 1; ('quam facultas', 'PERSON'): 1; ('nec fiducia', 'PERSON'): 1; ('Jota', 'PERSON'): 1; ('Valesius', 'PERSON'): 1; ('Biblicus', 'ORG'): 1; ('Logodaedalus', 'ORG'): 1; ('Vincentius Lirinensis', 'PERSON'): 1; ('Tertullian', 'GPE'): 1; ('quot sensus', 'PERSON'): 1; ('quot victoriae', 'PERSON'): 1; ('39 19', 'CARDINAL'): 1; ('Isaiah', 'PERSON'): 1; ('Isa 44', 'DATE'): 1; ('15. 22', 'DATE'): 1; ('Demosthenes', 'PRODUCT'): 1; ('Cicero', 'ORG'): 1; ('David', 'PERSON'): 1; ('Seneca', 'PERSON'): 1; ('Invidia', 'GPE'): 1; ('13', 'CARDINAL'): 1; ('Jesus', 'PERSON'): 1; ('twelve', 'CARDINAL'): 1; ('Peter', 'PERSON'): 1; ('Docti', 'PERSON'): 1; ('the follow century', 'DATE'): 1; ('18. 19', 'CARDINAL'): 1; ('25', 'CARDINAL'): 1; ('sapienti•', 'ORG'): 1; ('verbi', 'NORP'): 1; ('Aquinas', 'PERSON'): 1; ('Ignatius', 'ORG'): 1; ('Dionysius Areopagita', 'PERSON'): 1; ('the second century', 'DATE'): 1; ('Justin', 'ORG'): 1; ('Tatianus', 'GPE'): 1; ('each century', 'DATE'): 1; ('Origen', 'PERSON'): 1; ('6000', 'CARDINAL'): 1; ('Clemens Alexandrinus', 'ORG'): 1; ('christian', 'NORP'): 1; ('mansuetioris literaturae', 'PERSON'): 1; ('Minutius', 'PERSON'): 1; ('Cyprian', 'NORP'): 1; ('Austin', 'PERSON'): 1; ('jewel', 'PERSON'): 1; ('four', 'CARDINAL'): 1; ('Basil', 'PERSON'): 1; ('Nazianzen', 'GPE'): 1; ('Chrysostome', 'GPE'): 1; ('44', 'DATE'): 1; ('6', 'CARDINAL'): 1; ('7', 'CARDINAL'): 1; ('Athanasius', 'PERSON'): 1; ('hebrew', 'LANGUAGE'): 1; ('8. 22', 'DATE'): 1; ('some ten or twelve', 'CARDINAL'): 1; ('England', 'GPE'): 1; ('five', 'CARDINAL'): 1"
A96438,31 | 2395,gainsayer wrangler stead convincer apostle bishop verse chapter compare Judas,learning: 0.5; part: 0.5; man: 0.5; thing: 0.5; politician: 0.45; truth: 0.45; sword: 0.45; divine: 0.35; ignorance: 0.25; alexander: 0.2; apostle: 0.2; word: 0.15; place: 0.15; verse: 0.1; university: 0.1; light: 0.05; spirit: 0.05; life: 0.05,"('one', 'CARDINAL'): 11; ('Alexander', 'PERSON'): 6; ('two', 'CARDINAL'): 5; ('12', 'CARDINAL'): 3; ('Paul', 'PERSON'): 3; ('1', 'CARDINAL'): 3; ('first', 'ORDINAL'): 3; ('Caesar', 'ORG'): 3; ('Judas', 'PERSON'): 2; ('Austine', 'PERSON'): 2; ('3', 'CARDINAL'): 2; ('English', 'LANGUAGE'): 2; ('England', 'GPE'): 2; ('Aristotle', 'PERSON'): 2; ('second', 'ORDINAL'): 2; ('Seneca', 'PRODUCT'): 2; ('Pius', 'PERSON'): 2; ('latin', 'NORP'): 2; ('convince gainsayer', 'PERSON'): 1; ('ten', 'CARDINAL'): 1; ('10.', 'DATE'): 1; ('13', 'CARDINAL'): 1; ('ordain', 'GPE'): 1; ('Opposita', 'ORG'): 1; ('10', 'CARDINAL'): 1; ('essentiam', 'PERSON'): 1; ('St', 'GPE'): 1; ('Lib', 'PERSON'): 1; ('Calvin', 'PERSON'): 1; ('Jactantia svi', 'PERSON'): 1; ('Superbi•', 'ORG'): 1; ('seditionibus', 'ORG'): 1; ('qui', 'PERSON'): 1; ('Luce', 'PRODUCT'): 1; ('assum•nt', 'ORG'): 1; ('Sacrilegium', 'ORG'): 1; ('occasionem praecisionis :', 'PERSON'): 1; ('Salomon', 'ORG'): 1; ('Austin', 'GPE'): 1; ('Ʋtinams', 'GPE'): 1; ('greek', 'NORP'): 1; ('Bellarmine', 'NORP'): 1; ('Mucrones Sermonum', 'PERSON'): 1; ('Whetstone', 'PERSON'): 1; ('Titus', 'PRODUCT'): 1; ('cr•tians', 'NORP'): 1; ('Sacrae', 'PRODUCT'): 1; ('15.', 'DATE'): 1; ('Menander', 'PERSON'): 1; ('Hierome', 'PERSON'): 1; ('Cent', 'ORG'): 1; ('99', 'CARDINAL'): 1; ('Platone', 'GPE'): 1; ('Trismegisto', 'PERSON'): 1; ('Arriano', 'PERSON'): 1; ('quam inspirasse', 'PERSON'): 1; ('nihil ambigo', 'PERSON'): 1; ('Plato', 'GPE'): 1; ('Trismegistus', 'GPE'): 1; ('Epictetus', 'ORG'): 1; ('Praelio', 'PERSON'): 1; ('geritur', 'GPE'): 1; ('sed etia•', 'PERSON'): 1; ('hâc nostra contra vitia', 'ORG'): 1; ('affectus militia', 'ORG'): 1; ('Hastis', 'NORP'): 1; ('interdum', 'NORP'): 1; ('i quarter', 'DATE'): 1; ('Animos', 'PERSON'): 1; ('these late year', 'DATE'): 1; ('Minerva', 'PERSON'): 1; ('Mercury', 'ORG'): 1; ('Courcell', 'ORG'): 1; ('Specimens', 'ORG'): 1; ('Lib', 'GPE'): 1; ('the year', 'DATE'): 1; ('Troy', 'ORG'): 1; ('Homer', 'GPE'): 1; ('vidi', 'PERSON'): 1; ('parley', 'ORG'): 1; ('nine', 'CARDINAL'): 1; ('Aristotle', 'ORG'): 1; ('some year', 'DATE'): 1; ('de Alimentis', 'GPE'): 1; ('de Elementis', 'GPE'): 1; ('Arrhabones', 'ORG'): 1; ('Venus', 'ORG'): 1; ('Diomedes', 'ORG'): 1; ('Callisthenes', 'ORG'): 1; ('Cassander', 'PERSON'): 1; ('etiam malus', 'PERSON'): 1; ('ac bona', 'ORG'): 1; ('eloquentiam', 'PERSON'): 1; ('Cyrus', 'PERSON'): 1; ('Babylon home', 'ORG'): 1; ('Folinus', 'GPE'): 1; ('2.', 'CARDINAL'): 1; ('Quinquennium Neronis', 'PERSON'): 1; ('Decennium Gordiani', 'PERSON'): 1; ('Nero', 'ORG'): 1; ('Misitheus', 'NORP'): 1; ('Capitolinus', 'PRODUCT'): 1; ('Senecas', 'NORP'): 1; ('Romano', 'ORG'): 1; ('quam scipionem', 'PERSON'): 1; ('Bellum', 'ORG'): 1; ('alter cum moribus gessit', 'PERSON'): 1; ('Cato Censorinus', 'ORG'): 1; ('Scipio', 'PRODUCT'): 1; ('Senec', 'PERSON'): 1; ('87', 'DATE'): 1; ('pius quintus', 'PERSON'): 1; ('Sixtus Quintus', 'ORG'): 1; ('nay', 'PERSON'): 1; ('Elogium', 'GPE'): 1; ('Ragioni', 'PERSON'): 1; ('Hominu•', 'ORG'): 1; ('quae opponerentur Religioni', 'ORG'): 1; ('virtutibus', 'ORG'): 1; ('Panchrestum', 'ORG'): 1; ('catholic medicine', 'ORG'): 1; ('garb', 'PERSON'): 1; ('Sempiternum', 'LOC'): 1; ('Tacitus', 'ORG'): 1; ('Histor', 'GPE'): 1; ('4', 'CARDINAL'): 1; ('359', 'CARDINAL'): 1; ('160', 'CARDINAL'): 1; ('Lipsius', 'ORG'): 1; ('Marcellus', 'GPE'): 1; ('meminisse', 'FAC'): 1; ('natus sit', 'ORG'): 1; ('quam civitatis', 'PERSON'): 1; ('ʋlteriora mirari', 'PERSON'): 1; ('Quinquennio', 'PERSON'): 1; ('five year', 'DATE'): 1; ('Athenians', 'NORP'): 1; ('quae ego inter', 'ORG'): 1; ('Graecos', 'GPE'): 1; ('tutum', 'GPE'): 1; ('laudem', 'PERSON'): 1"
A96438,60,meditation tree life scrupulousness day tragedy God act sequester meditation,day: 0.5; god: 0.5; man: 0.5; sin: 0.5; son: 0.5; christ: 0.5; tree: 0.45; life: 0.45; word: 0.35; saviour: 0.2; death: 0.2; world: 0.2; self: 0.1; shame: 0.05,"('this day', 'DATE'): 7; ('thou', 'GPE'): 5; ('Friday', 'DATE'): 4; ('one', 'CARDINAL'): 4; ('Jesus', 'PERSON'): 2; ('first', 'ORDINAL'): 2; ('hundred', 'CARDINAL'): 2; ('the day', 'DATE'): 1; ('cro••e', 'NORP'): 1; ('Christianity', 'NORP'): 1; ('verbum deum', 'PERSON'): 1; ('Fabricatoris', 'GPE'): 1; ('Fabri', 'PERSON'): 1; ('de Natali', 'ORG'): 1; ('hominem', 'PERSON'): 1; ('regens sidera', 'ORG'): 1; ('1', 'CARDINAL'): 1; ('Apostle', 'PERSON'): 1; ('m••', 'PERSON'): 1; ('Sin', 'ORG'): 1; ('twelve month', 'DATE'): 1; ('Oris', 'ORG'): 1; ('2', 'CARDINAL'): 1; ('Scala Caeli', 'PERSON'): 1; ('Jacob', 'PERSON'): 1; ('Noah', 'PERSON'): 1; ('christian', 'NORP'): 1; ('the first day', 'DATE'): 1; ('Baculus', 'PERSON'): 1; ('Cassiodorus', 'ORG'): 1; ('four', 'CARDINAL'): 1; ('three', 'CARDINAL'): 1; ('•', 'PRODUCT'): 1; ('espou•ed soul', 'FAC'): 1; ('Jupiter', 'LOC'): 1; ('night', 'TIME'): 1; ('six', 'CARDINAL'): 1; ('Jota', 'PERSON'): 1; ('thy six penny', 'MONEY'): 1; ('Jew', 'NORP'): 1; ('daily', 'DATE'): 1; ('fast day', 'DATE'): 1; ('Easter', 'LOC'): 1; ('one day', 'DATE'): 1; ('jewish', 'NORP'): 1; ('Christians', 'NORP'): 1; ('Carews', 'PERSON'): 1; ('160', 'CARDINAL'): 1; ('Golgotha', 'PERSON'): 1"
A86683,4 | 5000,beast beast Ob. beast Sol. beast time John revelation Rome,horn: 0.5; king: 0.5; beast: 0.5; power: 0.5; man: 0.5; lamb: 0.5; kingdom: 0.5; time: 0.45; church: 0.4; doctor: 0.3; rev: 0.2; whore: 0.05; senate: 0.05; text: 0.05,"('ten', 'CARDINAL'): 35; ('senate', 'ORG'): 8; ('seven', 'CARDINAL'): 8; ('one', 'CARDINAL'): 8; ('16', 'CARDINAL'): 8; ('Rome', 'GPE'): 6; ('14', 'CARDINAL'): 6; ('one hour', 'TIME'): 4; ('13', 'CARDINAL'): 4; ('17', 'CARDINAL'): 4; ('three year and a half', 'DATE'): 4; ('Christians', 'NORP'): 4; ('Caesar', 'ORG'): 3; ('1.', 'CARDINAL'): 3; ('it|be', 'PERSON'): 3; ('12', 'CARDINAL'): 3; ('11', 'CARDINAL'): 3; ('this day', 'DATE'): 3; ('John Goodwin', 'PERSON'): 3; ('Scotland', 'GPE'): 3; ('first', 'ORDINAL'): 3; ('John', 'PERSON'): 2; ('eight', 'CARDINAL'): 2; ('1', 'CARDINAL'): 2; ('2', 'CARDINAL'): 2; ('3', 'CARDINAL'): 2; ('english', 'LANGUAGE'): 2; ('two', 'CARDINAL'): 2; ('Homes', 'PERSON'): 2; ('Lillie', 'PERSON'): 2; ('Antichrist', 'PERSON'): 2; ('London', 'GPE'): 2; ('Scots', 'ORG'): 2; ('nonlatinalphabet', 'GPE'): 2; ('salutis', 'NORP'): 2; ('Sol', 'PERSON'): 1; ('Johns', 'GPE'): 1; ('17. 12', 'DATE'): 1; ('16', 'DATE'): 1; ('25', 'CARDINAL'): 1; ('2.', 'CARDINAL'): 1; ('Dan', 'PERSON'): 1; ('Alcazar', 'PERSON'): 1; ('Poliarchiam', 'PERSON'): 1; ('9', 'CARDINAL'): 1; ('10', 'CARDINAL'): 1; ('17. 12', 'CARDINAL'): 1; ('shall|be', 'PERSON'): 1; ('4', 'CARDINAL'): 1; ('19 19 , 20', 'DATE'): 1; ('19 7', 'CARDINAL'): 1; ('8', 'DATE'): 1; ('14. 19 , 20', 'DATE'): 1; ('Ebiesar', 'PERSON'): 1; ('Ephraim', 'PERSON'): 1; ('Gideon', 'ORG'): 1; ('Europe', 'LOC'): 1; ('13. 11', 'CARDINAL'): 1; ('17. 11', 'CARDINAL'): 1; ('Europian', 'NORP'): 1; ('ministry of England', 'ORG'): 1; ('about this present year , 1651', 'DATE'): 1; ('Apollo', 'ORG'): 1; ('Charles', 'PERSON'): 1; ('it|be', 'GPE'): 1; ('Scaliger', 'PERSON'): 1; ('french', 'NORP'): 1; ('it|be', 'ORG'): 1; ('Hierom', 'PERSON'): 1; ('Powell', 'PERSON'): 1; ('Sedgwick', 'PERSON'): 1; ('Simson', 'PERSON'): 1; ('Jesuite', 'ORG'): 1; ('Tillam', 'PERSON'): 1; ('Lactantius', 'PERSON'): 1; ('ani', 'NORP'): 1; ('three', 'CARDINAL'): 1; ('qui', 'PERSON'): 1; ('outward godliness', 'PERSON'): 1; ('Judas', 'PERSON'): 1; ('nigh', 'PERSON'): 1; ('Thomas Goodwin', 'PERSON'): 1; ('Shadrack Simpson', 'PERSON'): 1; ('bridge', 'PERSON'): 1; ('Eaton', 'GPE'): 1; ('J. Car.', 'PERSON'): 1; ('Obediah Sedgwick', 'PERSON'): 1; ('Scot', 'PERSON'): 1; ('Tully', 'PERSON'): 1; ('quam peccato', 'PERSON'): 1; ('Greg', 'PERSON'): 1; ('Gadmus', 'PERSON'): 1; ('Cain', 'ORG'): 1; ('Balam', 'GPE'): 1; ('thanksgiving day', 'DATE'): 1; ('english', 'NORP'): 1; ('Goodwin', 'PERSON'): 1; ('the presbyterian church', 'ORG'): 1; ('wolf', 'PERSON'): 1; ('Cromwel', 'FAC'): 1; ('Davids', 'ORG'): 1; ('exprofundissimis', 'ORG'): 1; ('scientiae fodinis', 'PERSON'): 1; ('ark', 'GPE'): 1; ('contra', 'NORP'): 1; ('a month', 'DATE'): 1; ('Bethesda', 'GPE'): 1; ('daily', 'DATE'): 1; ('Adam', 'PERSON'): 1; ('David', 'PERSON'): 1; ('Jew', 'NORP'): 1; ('at least seven year ago', 'DATE'): 1"
A85674,5,nonlatinalphabet nonlatinalphabet self JER heart thing nonlatinalphabet O heart man,sin: 0.5; heart: 0.5; time: 0.5; self: 0.5; god: 0.5; soul: 0.45; joy: 0.45; affection: 0.4; life: 0.4; nature: 0.3; man: 0.25; thought: 0.15; light: 0.05; book: 0.05,"('David', 'PERSON'): 3; ('nonlatinalphabet', 'GPE'): 2; ('first', 'ORDINAL'): 2; ('tui scientiâ', 'PERSON'): 1; ('conscientia', 'GPE'): 1; ('JER', 'ORG'): 1; ('17', 'CARDINAL'): 1; ('9', 'CARDINAL'): 1; ('20.', 'DATE'): 1; ('12', 'CARDINAL'): 1; ('Christian', 'NORP'): 1; ('kingdom', 'GPE'): 1; ('it|be', 'GPE'): 1; ('second', 'ORDINAL'): 1; ('third', 'ORDINAL'): 1; ('Paul', 'PERSON'): 1; ('three', 'CARDINAL'): 1; ('Prov', 'ORG'): 1; ('5', 'CARDINAL'): 1; ('sin', 'PERSON'): 1; ('three or four day', 'DATE'): 1; ('a week', 'DATE'): 1; ('John', 'PERSON'): 1; ('ten', 'CARDINAL'): 1; ('11', 'CARDINAL'): 1"
A85674,7,head bulrush Isai. cover sackcloth dejection sin outside beginning repentance,god: 0.5; sin: 0.5; soul: 0.5; self: 0.5; time: 0.5; lord: 0.5; repentance: 0.5; heart: 0.45; saviour: 0.3; conscience: 0.3; life: 0.2; evil: 0.15; saint: 0.05; confidence: 0.05,"('David', 'PERSON'): 7; ('it|be', 'PERSON'): 6; ('thou', 'GPE'): 5; ('Paul', 'PERSON'): 5; ('first', 'ORDINAL'): 4; ('Psal', 'PERSON'): 3; ('that|be', 'GPE'): 2; ('Jacob', 'ORG'): 2; ('John', 'PERSON'): 2; ('Isai', 'ORG'): 1; ('58. 8', 'DATE'): 1; ('Hos', 'PERSON'): 1; ('11. 4', 'DATE'): 1; ('night', 'TIME'): 1; ('fro•', 'CARDINAL'): 1; ('outward thing', 'ORG'): 1; ('lo', 'PERSON'): 1; ('Saints', 'ORG'): 1; ('a•k', 'PERSON'): 1; ('39', 'DATE'): 1; ('Matth', 'PERSON'): 1; ('36', 'DATE'): 1; ('39', 'CARDINAL'): 1; ('seven', 'CARDINAL'): 1; ('a hour', 'TIME'): 1; ('outward affair', 'PERSON'): 1; ('wherein extravagant', 'PERSON'): 1; ('24', 'DATE'): 1; ('Noab', 'PERSON'): 1; ('Prov', 'ORG'): 1; ('1.', 'CARDINAL'): 1; ('Jussit', 'PERSON'): 1; ('humanas motura-tonitrua mente', 'PERSON'): 1; ('•ike', 'ORG'): 1; ('27', 'DATE'): 1; ('second', 'ORDINAL'): 1; ('Joab', 'PERSON'): 1; ('Chron', 'PERSON'): 1; ('21. 3', 'DATE'): 1; ('14.', 'DATE'): 1; ('some day', 'DATE'): 1; ('some week', 'DATE'): 1; ('50. 18', 'CARDINAL'): 1; ('one degree', 'QUANTITY'): 1; ('one degree far', 'QUANTITY'): 1; ('outward', 'ORG'): 1; ('Isaiah', 'PERSON'): 1; ('Adam', 'PERSON'): 1; ('3', 'CARDINAL'): 1; ('10', 'CARDINAL'): 1; ('behold', 'PERSON'): 1; ('Satan', 'FAC'): 1; ('a night', 'TIME'): 1; ('the morning', 'TIME'): 1; ('righteou•nesse', 'ORG'): 1; ('some hour', 'TIME'): 1"
A85674,8 | 7775,will enemy friend truth other enemy malice creature man devil,sin: 0.5; man: 0.5; god: 0.5; self: 0.5; thing: 0.5; time: 0.5; thought: 0.5; mind: 0.5; vanity: 0.5; soul: 0.45; mean: 0.05,"('one', 'CARDINAL'): 5; ('Paul', 'PERSON'): 3; ('first', 'ORDINAL'): 2; ('daily', 'DATE'): 2; ('two', 'CARDINAL'): 2; ('thou', 'GPE'): 2; ('8', 'CARDINAL'): 1; ('34', 'DATE'): 1; ('14.', 'DATE'): 1; ('36', 'DATE'): 1; ('Ixion', 'ORG'): 1; ('Jehu', 'PERSON'): 1; ('Jehoram', 'GPE'): 1; ('2', 'CARDINAL'): 1; ('9', 'CARDINAL'): 1; ('a thousand to one', 'CARDINAL'): 1; ('7', 'CARDINAL'): 1; ('Christianity', 'NORP'): 1; ('Apollo', 'ORG'): 1; ('Cephas', 'PERSON'): 1; ('quam nihil', 'PERSON'): 1; ('Quaeritur Aegistus', 'ORG'): 1; ('Aegistus', 'ORG'): 1; ('Satan', 'FAC'): 1; ('Godwards', 'ORG'): 1; ('there|be', 'GPE'): 1; ('Deut', 'PERSON'): 1; ('6', 'CARDINAL'): 1; ('David', 'PERSON'): 1; ('Phil', 'PERSON'): 1; ('4', 'DATE'): 1; ('scan', 'NORP'): 1; ('4. 5', 'DATE'): 1; ('eight', 'CARDINAL'): 1; ('Abel', 'PERSON'): 1; ('nihil', 'PERSON'): 1; ('it|be', 'PERSON'): 1"
A85674,8 | 7801,ostentation behaviour company stranger thought care curiosity mind clothes discourse,sin: 0.5; mind: 0.5; man: 0.5; self: 0.5; god: 0.5; time: 0.5; soul: 0.5; trouble: 0.5; conscience: 0.35; life: 0.3; thought: 0.3; thing: 0.05,"('one', 'CARDINAL'): 7; ('Paul', 'PERSON'): 4; ('Solomon', 'PERSON'): 3; ('David', 'PERSON'): 3; ('the day', 'DATE'): 3; ('Prov', 'ORG'): 2; ('first', 'ORDINAL'): 2; ('a day', 'DATE'): 2; ('29', 'CARDINAL'): 1; ('keep•th', 'PERSON'): 1; ('thou', 'GPE'): 1; ('James', 'PERSON'): 1; ('10. 12', 'DATE'): 1; ('it|be', 'PERSON'): 1; ('Sodom', 'GPE'): 1; ('it|be', 'ORG'): 1; ('that|be', 'GPE'): 1; ('Saul', 'PERSON'): 1; ('1', 'CARDINAL'): 1; ('8', 'CARDINAL'): 1; ('27. 9', 'DATE'): 1; ('half', 'CARDINAL'): 1; ('Rom', 'PERSON'): 1; ('Dalilah', 'PERSON'): 1; ('Samson', 'ORG'): 1; ('Satan', 'FAC'): 1; ('unadvis•dnesse', 'ORG'): 1; ('daily', 'DATE'): 1; ('this day', 'DATE'): 1; ('four or five year', 'DATE'): 1; ('wherein sin', 'PERSON'): 1; ('eleven', 'CARDINAL'): 1; ('John', 'PERSON'): 1; ('ten', 'CARDINAL'): 1; ('egyptian', 'NORP'): 1; ('outward cross', 'ORG'): 1; ('perplex difficulty', 'PERSON'): 1; ('century', 'DATE'): 1; ('christian', 'NORP'): 1"
A85674,9 | 7857,soul body turtle dove affe•tion other other life soul body,self: 0.5; god: 0.5; sin: 0.5; soul: 0.5; lord: 0.5; man: 0.5; mind: 0.5; thought: 0.45; hope: 0.45; sinner: 0.4; comfort: 0.2,"('thou', 'GPE'): 5; ('David', 'PERSON'): 4; ('two', 'CARDINAL'): 3; ('one', 'CARDINAL'): 3; ('half', 'CARDINAL'): 2; ('there|be', 'GPE'): 2; ('second', 'ORDINAL'): 2; ('22', 'CARDINAL'): 1; ('many day', 'DATE'): 1; ('39', 'CARDINAL'): 1; ('first', 'ORDINAL'): 1; ('34', 'CARDINAL'): 1; ('10', 'CARDINAL'): 1; ('Paul', 'PERSON'): 1; ('Corinthians', 'NORP'): 1; ('5', 'CARDINAL'): 1; ('chapter', 'PERSON'): 1; ('Nemo', 'PERSON'): 1; ('bidd•n', 'ORG'): 1; ('a hour', 'TIME'): 1; ('Jacob', 'PERSON'): 1; ('•osephs', 'NORP'): 1; ('the 37', 'DATE'): 1; ('Peter', 'PERSON'): 1; ('God many year', 'DATE'): 1; ('Publicans', 'NORP'): 1; ('Magdalen', 'ORG'): 1; ('Jehovah', 'PERSON'): 1; ('Ezekiel', 'ORG'): 1; ('Isaiah', 'PERSON'): 1; ('Surd•', 'NORP'): 1; ('take|it', 'ORDINAL'): 1; ('Hezekiah', 'PERSON'): 1; ('38', 'CARDINAL'): 1; ('Easie', 'PERSON'): 1; ('a few momentary day', 'DATE'): 1; ('Rachel', 'PERSON'): 1; ('•erking', 'GPE'): 1; ('a thousand', 'CARDINAL'): 1; ('thou •halt', 'ORG'): 1; ('Israel', 'GPE'): 1; ('Rabshekah', 'ORG'): 1; ('14', 'CARDINAL'): 1"
A85674,9 | 7877,face word censure ire lord devil fire continue experience trouble,man: 0.5; trouble: 0.5; god: 0.5; time: 0.5; soul: 0.5; mind: 0.45; day: 0.45; thing: 0.35; life: 0.35; self: 0.35; heart: 0.25; chapter: 0.15; misery: 0.1; evil: 0.05,"('thou', 'GPE'): 13; ('David', 'PERSON'): 6; ('Paul', 'PERSON'): 6; ('chapter', 'PERSON'): 4; ('second', 'ORDINAL'): 4; ('the day', 'DATE'): 3; ('20', 'CARDINAL'): 3; ('first', 'ORDINAL'): 3; ('6', 'CARDINAL'): 2; ('11', 'CARDINAL'): 2; ('10', 'CARDINAL'): 2; ('seven', 'CARDINAL'): 2; ('Jerusalem', 'GPE'): 2; ('Corinthians', 'NORP'): 2; ('5', 'CARDINAL'): 2; ('the night', 'TIME'): 1; ('29', 'CARDINAL'): 1; ('2', 'CARDINAL'): 1; ('the month past', 'DATE'): 1; ('Joseph', 'PERSON'): 1; ('Abraham', 'PERSON'): 1; ('Isaac', 'PERSON'): 1; ('Jacob', 'GPE'): 1; ('one', 'CARDINAL'): 1; ('this day', 'DATE'): 1; ('14', 'CARDINAL'): 1; ('88', 'CARDINAL'): 1; ('half', 'CARDINAL'): 1; ('daily', 'DATE'): 1; ('3', 'CARDINAL'): 1; ('12', 'CARDINAL'): 1; ('three or four day', 'DATE'): 1; ('two or three year', 'DATE'): 1; ('Abba', 'PERSON'): 1; ('John', 'PERSON'): 1; ('our die day', 'DATE'): 1; ('Psal', 'PERSON'): 1; ('101', 'CARDINAL'): 1; ('1', 'CARDINAL'): 1; ('Beelzebub', 'ORG'): 1; ('Aeneas', 'PERSON'): 1; ('Italy', 'GPE'): 1; ('casos per tot discrimina', 'PERSON'): 1; ('Heraclitus', 'ORG'): 1; ('our day', 'DATE'): 1; ('swan', 'LANGUAGE'): 1; ('Jacob', 'PERSON'): 1; ('Pharaoh', 'PERSON'): 1; ('their day', 'DATE'): 1; ('four', 'CARDINAL'): 1; ('Eliah', 'PERSON'): 1; ('19', 'CARDINAL'): 1; ('Ionah', 'PERSON'): 1; ('Salomon', 'ORG'): 1; ('38', 'CARDINAL'): 1; ('Satan', 'GPE'): 1; ('Satan', 'FAC'): 1; ('Jesus', 'PERSON'): 1; ('six', 'CARDINAL'): 1; ('pilgrim', 'ORG'): 1"
