tcpID,curr_div_idx,beginning,topic,entities
A77079,13,reverend preacher combine lecture New-Windsor honour man preach profess word,thing: 0.5; god: 0.5; man: 0.5; people: 0.5; mind: 0.5; mr: 0.45; self: 0.45; brotherhood: 0.4; place: 0.35; truth: 0.35; discourse: 0.3; word: 0.05; apostle: 0.05; church: 0.05; owen: 0.05,"('two', 'CARDINAL'): 3; ('Owen', 'PERSON'): 3; ('first', 'ORDINAL'): 2; ('England', 'GPE'): 2; ('New-Windsor', 'FAC'): 1; ('that|be', 'GPE'): 1; ('W.', 'PERSON'): 1; ('holland', 'PERSON'): 1; ('Whitlock', 'PERSON'): 1; ('the next day', 'DATE'): 1; ('morrow', 'DATE'): 1; ('morning', 'TIME'): 1; ('the afternoon', 'TIME'): 1; ('Ireland', 'GPE'): 1; ('one', 'CARDINAL'): 1; ('Paul', 'PERSON'): 1; ('late in the evening', 'TIME'): 1; ('next morning', 'TIME'): 1; ('christian', 'NORP'): 1; ('Horace', 'PERSON'): 1; ('nec', 'ORG'): 1; ('integer vitae', 'PERSON'): 1; ('Christians', 'NORP'): 1; ('4.', 'CARDINAL'): 1; ('2', 'CARDINAL'): 1; ('second', 'ORDINAL'): 1; ('Europe', 'LOC'): 1; ('Satan', 'GPE'): 1; ('Babel', 'GPE'): 1"
A77079,20,sabbath send letter burgess place mayor town copy sir disturbance,people: 0.45; place: 0.4; god: 0.35; man: 0.35; mr: 0.35; parliament: 0.35; day: 0.3; mayor: 0.25; truth: 0.25; power: 0.2; sir: 0.2; soldier: 0.2; peace: 0.15; part: 0.15; permit: 0.15; performance: 0.15; oppose: 0.15; order: 0.15; preacher: 0.15; time: 0.1; town: 0.05; castle: 0.05; thing: 0.05; authority: 0.05,"('kind', 'PERSON'): 3; ('one', 'CARDINAL'): 3; ('Windsor', 'GPE'): 2; ('this day', 'DATE'): 2; ('Eaton', 'GPE'): 2; ('bacon', 'PERSON'): 1; ('it|be', 'PERSON'): 1; ('Cornelius', 'ORG'): 1; ('Kinsington', 'PERSON'): 1; ('may 1. 1652', 'DATE'): 1; ('the evening', 'TIME'): 1; ('the next morning', 'TIME'): 1; ('God', 'PERSON'): 1; ('the afternoon', 'TIME'): 1; ('3', 'CARDINAL'): 1; ('two', 'CARDINAL'): 1; ('2', 'CARDINAL'): 1; ('the follow week', 'DATE'): 1; ('London', 'GPE'): 1; ('-late', 'PERSON'): 1; ('Richard Bream', 'PERSON'): 1; ('Westminster-hall', 'GPE'): 1; ('some nine', 'CARDINAL'): 1; ('first', 'ORDINAL'): 1; ('at least one', 'CARDINAL'): 1; ('the last day', 'DATE'): 1; ('the next day', 'DATE'): 1; ('the morning', 'TIME'): 1; ('about a hour', 'TIME'): 1; ('three', 'CARDINAL'): 1; ('Luke', 'PERSON'): 1; ('John', 'PERSON'): 1; ('this last day', 'DATE'): 1; ('Corah', 'GPE'): 1; ('Dathan', 'GPE'): 1; ('Abiram', 'ORG'): 1; ('Peter', 'PERSON'): 1; ('cokayn', 'PERSON'): 1; ('Croesus', 'PRODUCT'): 1; ('Thomas', 'PERSON'): 1; ('quae tua sunt', 'PERSON'): 1; ('quae functio una requirit comittas soli', 'ORG'): 1; ('Jah', 'ORG'): 1; ('Jehovah', 'PERSON'): 1"
A76080,1,engrave portrait John Bastwick right 164• man day flower man,god: 0.5; opinion: 0.5; brethren: 0.5; government: 0.5; reason: 0.5; truth: 0.45; man: 0.4; self: 0.35; church: 0.35; difference: 0.25; word: 0.25; another: 0.25; world: 0.1; faith: 0.1,"('one', 'CARDINAL'): 18; ('Christian', 'NORP'): 3; ('christian', 'NORP'): 3; ('Jesus Christ', 'PERSON'): 3; ('2', 'CARDINAL'): 2; ('Paul', 'PERSON'): 2; ('Christians', 'NORP'): 2; ('Abraham', 'PERSON'): 2; ('1', 'CARDINAL'): 2; ('14', 'DATE'): 2; ('John Bastwick', 'PERSON'): 1; ('164•', 'CARDINAL'): 1; ('wherein', 'PERSON'): 1; ('John BASTVVICK', 'PERSON'): 1; ('13.8', 'CARDINAL'): 1; ('5.21', 'CARDINAL'): 1; ('London', 'GPE'): 1; ('John macock', 'PERSON'): 1; ('Michael', 'PERSON'): 1; ('1645', 'DATE'): 1; ('four', 'CARDINAL'): 1; ('Ephesians', 'NORP'): 1; ('Jew', 'NORP'): 1; ('13', 'CARDINAL'): 1; ('Rom', 'PERSON'): 1; ('12.18', 'CARDINAL'): 1; ('5th', 'ORDINAL'): 1; ('Galathian', 'NORP'): 1; ('15', 'CARDINAL'): 1; ('20', 'CARDINAL'): 1; ('kingdom', 'GPE'): 1; ('Jan. 2.8', 'DATE'): 1; ('Judas 3', 'PERSON'): 1; ('14', 'CARDINAL'): 1; ('6', 'CARDINAL'): 1; ('Peter', 'PERSON'): 1; ('Britain', 'GPE'): 1; ('France', 'GPE'): 1; ('Ireland', 'GPE'): 1; ('Caesar', 'ORG'): 1; ('one hour', 'TIME'): 1; ('Roman Caesar', 'PERSON'): 1; ('Walter Montague', 'PERSON'): 1; ('Elenchus', 'ORG'): 1; ('papisticis', 'DATE'): 1; ('Apologie', 'ORG'): 1; ('latin', 'NORP'): 1; ('two', 'CARDINAL'): 1; ('3.13', 'CARDINAL'): 1; ('15', 'DATE'): 1"
A71250,11 | 1023,saint God merit Christ saint memory saviour blood covenant grace,saint: 0.5; bless: 0.5; virgin: 0.5; god: 0.5; day: 0.45; name: 0.45; devotion: 0.4; society: 0.35; saviour: 0.35; heaven: 0.3; church: 0.25; honour: 0.2; piety: 0.1; superstition: 0.1; man: 0.05,"('it|be', 'PERSON'): 5; ('Jesus', 'PERSON'): 3; ('this day', 'DATE'): 3; ('two', 'CARDINAL'): 3; ('five', 'CARDINAL'): 2; ('Christians', 'NORP'): 2; ('three', 'CARDINAL'): 2; ('Ben', 'PERSON'): 2; ('Ida', 'PERSON'): 2; ('Luxembourg', 'GPE'): 2; ('Christianity', 'NORP'): 2; ('Flora', 'PERSON'): 2; ('Pomona', 'PERSON'): 2; ('145', 'CARDINAL'): 1; ('third', 'ORDINAL'): 1; ('146.', 'CARDINAL'): 1; ('four', 'CARDINAL'): 1; ('147.', 'CARDINAL'): 1; ('ten', 'CARDINAL'): 1; ('every day', 'DATE'): 1; ('Trinity', 'ORG'): 1; ('David', 'PERSON'): 1; ('148', 'CARDINAL'): 1; ('Isaia Xxiv', 'PERSON'): 1; ('2', 'CARDINAL'): 1; ('Bernard', 'PRODUCT'): 1; ('Germain', 'GPE'): 1; ('Anselme', 'GPE'): 1; ('Antonine', 'PERSON'): 1; ('Bernardine', 'ORG'): 1; ('Card', 'PRODUCT'): 1; ('Bona', 'PERSON'): 1; ('Crasset', 'ORG'): 1; ('149', 'CARDINAL'): 1; ('maris stella', 'PERSON'): 1; ('S. Herman', 'PERSON'): 1; ('Regina', 'FAC'): 1; ('Alma Redemptoris', 'PERSON'): 1; ('3', 'CARDINAL'): 1; ('Jul. 19', 'DATE'): 1; ('Herman', 'PERSON'): 1; ('150', 'CARDINAL'): 1; ('pope', 'PERSON'): 1; ('11', 'CARDINAL'): 1; ('Jul. 29', 'DATE'): 1; ('151', 'CARDINAL'): 1; ('Gerard', 'PERSON'): 1; ('Sept. 24', 'DATE'): 1; ('Chappel', 'PRODUCT'): 1; ('Hungarians', 'NORP'): 1; ('Stephen', 'PERSON'): 1; ('152', 'CARDINAL'): 1; ('4', 'CARDINAL'): 1; ('Sept. 30', 'DATE'): 1; ('Joscio', 'PERSON'): 1; ('one', 'CARDINAL'): 1; ('Mary', 'PERSON'): 1; ('153', 'CARDINAL'): 1; ('154', 'CARDINAL'): 1; ('IV', 'GPE'): 1; ('Maii', 'PERSON'): 1; ('320', 'CARDINAL'): 1; ('2.', 'CARDINAL'): 1; ('Henry', 'PERSON'): 1; ('Bernard', 'PERSON'): 1; ('Hildersheim', 'GPE'): 1; ('scito imperatorem meo', 'PERSON'): 1; ('JƲSSƲ', 'ORG'): 1; ('thou', 'GPE'): 1; ('155', 'CARDINAL'): 1; ('Paula , Cal', 'ORG'): 1; ('1', 'CARDINAL'): 1; ('Jan. 5', 'DATE'): 1; ('Paula', 'PERSON'): 1; ('Ibid', 'PERSON'): 1; ('30', 'CARDINAL'): 1; ('Aldegundis', 'PERSON'): 1; ('Francisca', 'WORK_OF_ART'): 1; ('the night', 'TIME'): 1; ('9', 'CARDINAL'): 1; ('Tom IV.', 'PERSON'): 1; ('590', 'CARDINAL'): 1; ('Dec. xi', 'DATE'): 1; ('156', 'CARDINAL'): 1; ('Virgil', 'PRODUCT'): 1; ('Venus', 'FAC'): 1; ('Cupid', 'ORG'): 1; ('157', 'CARDINAL'): 1; ('Bienfaisante dans la France', 'PERSON'): 1; ('dans', 'NORP'): 1; ('may 20.', 'DATE'): 1; ('France', 'GPE'): 1; ('mar', 'PERSON'): 1; ('Vulcan', 'NORP'): 1; ('Cyclops', 'ORG'): 1; ('Nayades , Ceres', 'ORG'): 1; ('second', 'ORDINAL'): 1; ('Mars', 'LOC'): 1; ('procul item profani', 'PERSON'): 1; ('Ceres', 'PERSON'): 1; ('first', 'ORDINAL'): 1"
A76092,5,desire soul nonlatinalphabet nonlatinalphabet work mind fountain desire mint coin,christ: 0.5; word: 0.5; desire: 0.5; man: 0.5; heaven: 0.5; soul: 0.5; life: 0.5; time: 0.35; paul: 0.35; day: 0.25; apostle: 0.2; death: 0.1; thing: 0.1; self: 0.1; peril: 0.05,"('first', 'ORDINAL'): 15; ('Paul', 'PERSON'): 10; ('it|be', 'PERSON'): 9; ('it|be', 'ORG'): 6; ('nonlatinalphabet', 'GPE'): 5; ('two', 'CARDINAL'): 5; ('2', 'CARDINAL'): 4; ('Peter', 'PERSON'): 3; ('the day of the year', 'DATE'): 3; ('Jerome', 'PERSON'): 2; ('Beza', 'PERSON'): 2; ('one', 'CARDINAL'): 2; ('thou', 'GPE'): 2; ('Christ', 'GPE'): 2; ('second', 'ORDINAL'): 2; ('four', 'CARDINAL'): 2; ('3', 'CARDINAL'): 1; ('english Bibles', 'FAC'): 1; ('latin', 'NORP'): 1; ('Scaliger', 'PERSON'): 1; ('greek', 'NORP'): 1; ('Erasmus', 'PERSON'): 1; ('Syriack', 'ORG'): 1; ('Chrysostome', 'GPE'): 1; ('Seneca', 'PERSON'): 1; ('exposito mari', 'PERSON'): 1; ('nullus portus', 'PERSON'): 1; ('nisi mortis', 'PERSON'): 1; ('28', 'CARDINAL'): 1; ('8', 'CARDINAL'): 1; ('salutis', 'NORP'): 1; ('Christian', 'NORP'): 1; ('Eccles', 'GPE'): 1; ('12.6', 'CARDINAL'): 1; ('5.2', 'CARDINAL'): 1; ('4', 'DATE'): 1; ('1.14', 'CARDINAL'): 1; ('verbum ab', 'PERSON'): 1; ('lora', 'PERSON'): 1; ('12.7', 'CARDINAL'): 1; ('Tremelius', 'ORG'): 1; ('Erasmus', 'PRODUCT'): 1; ('every day', 'DATE'): 1; ('a hundred', 'CARDINAL'): 1; ('Adam', 'PERSON'): 1; ('tuesday-night', 'TIME'): 1; ('how many hundred', 'CARDINAL'): 1; ('forty eight hour', 'TIME'): 1; ('Thursday', 'DATE'): 1; ('the next day', 'DATE'): 1; ('Friday', 'DATE'): 1; ('the same week', 'DATE'): 1; ('21.23', 'CARDINAL'): 1; ('24', 'DATE'): 1; ('5.4', 'CARDINAL'): 1; ('Seneca', 'FAC'): 1; ('the 35th', 'DATE'): 1; ('qui gravi sarcina pressus', 'PERSON'): 1; ('explicari', 'ORG'): 1; ('nisi accessit', 'PERSON'): 1; ('quae', 'GPE'): 1; ('m. T. Cicero', 'PERSON'): 1; ('Cato', 'ORG'): 1; ('Athanasius', 'PERSON'): 1; ('12.36', 'CARDINAL'): 1; ('pilgrim', 'ORG'): 1; ('Jacob', 'PERSON'): 1; ('47.9', 'MONEY'): 1; ('a hundred and', 'QUANTITY'): 1; ('the day', 'DATE'): 1; ('David', 'PERSON'): 1; ('39.12', 'CARDINAL'): 1; ('cupio recipi jam', 'PERSON'): 1; ('16.19', 'CARDINAL'): 1; ('luke', 'PERSON'): 1; ('24.50', 'CARDINAL'): 1; ('1.9', 'CARDINAL'): 1; ('Lazarus', 'ORG'): 1; ('Abraham', 'PERSON'): 1; ('16.22', 'CARDINAL'): 1; ('Jerusalem', 'GPE'): 1; ('Angles', 'PRODUCT'): 1; ('Christo', 'PERSON'): 1; ('9.16', 'CARDINAL'): 1; ('11', 'CARDINAL'): 1; ('23-29', 'CARDINAL'): 1; ('Jew', 'NORP'): 1; ('a night and', 'TIME'): 1; ('a thousand', 'CARDINAL'): 1; ('Penelope', 'GPE'): 1; ('Ulysses', 'ORG'): 1; ('1', 'CARDINAL'): 1; ('nil mihi rescribas', 'PERSON'): 1; ('ipse veni', 'PERSON'): 1; ('persian', 'NORP'): 1; ('tu mihi', 'PERSON'): 1; ('Apostle', 'PERSON'): 1; ('Bernard', 'PERSON'): 1; ('Psal', 'NORP'): 1; ('Christum', 'GPE'): 1; ('mihi proximus ipsi', 'PERSON'): 1; ('Jesus', 'PERSON'): 1; ('24.25', 'CARDINAL'): 1; ('kinsman', 'PERSON'): 1; ('Rom', 'PERSON'): 1; ('three', 'CARDINAL'): 1"
A76358,1,confession obstinacy ignorance father bell priest declare manner trial condemnation,bell: 0.5; god: 0.5; priest: 0.5; death: 0.45; law: 0.45; mr: 0.45; religion: 0.4; church: 0.35; man: 0.3; execution: 0.25; faith: 0.25; kingdom: 0.2; roman: 0.1; people: 0.1; place: 0.1; bring: 0.05; christ: 0.05,"('bell', 'PERSON'): 5; ('one', 'CARDINAL'): 4; ('Roman', 'NORP'): 4; ('Newgate', 'ORG'): 3; ('Monday', 'DATE'): 2; ('11. 1643', 'DATE'): 2; ('three', 'CARDINAL'): 2; ('England', 'GPE'): 2; ('english', 'NORP'): 2; ('Jesus Christ', 'PERSON'): 2; ('bridge', 'PERSON'): 2; ('John Pym', 'PERSON'): 2; ('wherein', 'PERSON'): 1; ('the same day', 'DATE'): 1; ('London', 'GPE'): 1; ('Thomas', 'PERSON'): 1; ('1643', 'DATE'): 1; ('Tyburn Decemb', 'ORG'): 1; ('Jesuit', 'ORG'): 1; ('Rome', 'GPE'): 1; ('first', 'ORDINAL'): 1; ('Henry', 'GPE'): 1; ('France', 'GPE'): 1; ('Elizabeth', 'PERSON'): 1; ('Ireland', 'GPE'): 1; ('a hundred thousand', 'CARDINAL'): 1; ('the last week', 'DATE'): 1; ('11', 'CARDINAL'): 1; ('the catholic church', 'ORG'): 1; ('christian', 'NORP'): 1; ('t•t', 'GPE'): 1; ('Christians', 'NORP'): 1; ('thousand', 'CARDINAL'): 1; ('cajetan', 'GPE'): 1; ('mirabilis', 'PERSON'): 1; ('harden', 'GPE'): 1; ('Nottinghams house', 'WORK_OF_ART'): 1; ('catholic', 'NORP'): 1; ('Tillet', 'PRODUCT'): 1; ('6000', 'CARDINAL'): 1; ('Gray inn .', 'PERSON'): 1; ('Tavistocke', 'PERSON'): 1; ('Decemb', 'ORG'): 1; ('8. 1643', 'DATE'): 1; ('five', 'CARDINAL'): 1"
A71096,62,conclusion Christians contemplation Christ delectation knowledge thing life mean thing,god: 0.4; man: 0.4; thing: 0.4; contemplation: 0.4; delight: 0.4; love: 0.4; light: 0.35; scripture: 0.35; world: 0.3; christians: 0.3; christ: 0.2; persecution: 0.1; people: 0.1; philosopher: 0.1; person: 0.1; perseverance: 0.1; piece: 0.1; perfection: 0.1; pain: 0.1; part: 0.1; pitch: 0.1; divine: 0.1,"('Christians', 'NORP'): 7; ('Jesus', 'PERSON'): 3; ('christian', 'NORP'): 3; ('one day', 'DATE'): 2; ('one', 'CARDINAL'): 2; ('xv', 'ORG'): 1; ('third', 'ORDINAL'): 1; ('four', 'CARDINAL'): 1; ('a million', 'CARDINAL'): 1; ('daily', 'DATE'): 1; ('Xvi', 'PERSON'): 1; ('first', 'ORDINAL'): 1; ('Tully', 'PERSON'): 1; ('Hortensius', 'ORG'): 1; ('Plato', 'PERSON'): 1; ('Cicero', 'FAC'): 1; ('Aristotle', 'PERSON'): 1"
A71096,88,CHAP. Xviii conclusion way exhortation reason discourse way care self,thing: 0.5; man: 0.5; body: 0.5; evil: 0.5; life: 0.5; church: 0.5; saint: 0.5; make: 0.5; place: 0.35; god: 0.3; decease: 0.2; mind: 0.05; catholic: 0.05; manner: 0.05,"('catholic', 'NORP'): 3; ('thou', 'GPE'): 3; ('the catholic church', 'ORG'): 2; ('Christians', 'NORP'): 2; ('Xviii', 'PERSON'): 1; ('Christian', 'NORP'): 1; ('persian', 'NORP'): 1; ('finis', 'NORP'): 1; ('saint', 'PERSON'): 1; ('Augustine', 'PERSON'): 1; ('Mortuis', 'GPE'): 1; ('english', 'LANGUAGE'): 1; ('second', 'ORDINAL'): 1; ('Augustin', 'PERSON'): 1; ('Paulin', 'GPE'): 1; ('CHAP', 'ORG'): 1; ('Paulinus', 'PRODUCT'): 1; ('Flora', 'PERSON'): 1; ('Cynegius', 'NORP'): 1; ('August', 'DATE'): 1; ('Enchiridion ad Laurentium', 'ORG'): 1; ('110', 'CARDINAL'): 1; ('first', 'ORDINAL'): 1; ('Virgil', 'PERSON'): 1; ('Aeneid', 'PERSON'): 1; ('6', 'CARDINAL'): 1; ('Phlegeton', 'PERSON'): 1"
A71096,108,guide heaven man duty interest heaven lose undo whole world,god: 0.5; heart: 0.5; man: 0.5; self: 0.5; heaven: 0.5; christ: 0.5; soul: 0.45; line: 0.4; way: 0.35; world: 0.3; people: 0.3; thing: 0.1; precept: 0.1,"('one', 'CARDINAL'): 5; ('it|be', 'PERSON'): 5; ('thou', 'GPE'): 2; ('Jesus Christ', 'PERSON'): 2; ('Christ', 'GPE'): 2; ('Paul', 'PERSON'): 2; ('Isa', 'ORG'): 2; ('second', 'ORDINAL'): 1; ('saint H.', 'PERSON'): 1; ('Egomet', 'PRODUCT'): 1; ('Nemo', 'PERSON'): 1; ('nonlatinalphabet', 'GPE'): 1; ('9.12', 'CARDINAL'): 1; ('London', 'GPE'): 1; ('A. Churchill', 'PERSON'): 1; ('W. Churchill', 'PERSON'): 1; ('Dorset', 'ORG'): 1; ('1687', 'DATE'): 1; ('brethren', 'PERSON'): 1; ('many year', 'DATE'): 1; ('it|be', 'GPE'): 1; ('quaesiveris', 'PERSON'): 1; ('2 Cor', 'PERSON'): 1; ('5', 'CARDINAL'): 1; ('the great day', 'DATE'): 1; ('Apollo', 'ORG'): 1; ('1', 'CARDINAL'): 1; ('Judas', 'PERSON'): 1; ('Pharaoh', 'GPE'): 1; ('5.3', 'CARDINAL'): 1; ('6.9', 'CARDINAL'): 1; ('10', 'DATE'): 1; ('11', 'DATE'): 1; ('Evangelical', 'NORP'): 1; ('Isaiah', 'PERSON'): 1; ('Chap', 'ORG'): 1; ('28.13', 'CARDINAL'): 1"
A70327,16,CHAP. Xiii conclusion whole certainty happiness care work child espouse,soul: 0.5; god: 0.5; world: 0.5; man: 0.5; day: 0.5; work: 0.45; time: 0.45; self: 0.4; lord: 0.35; sin: 0.35; heart: 0.3; christ: 0.15; child: 0.05,"('thou', 'GPE'): 10; ('it|be', 'PERSON'): 9; ('2', 'CARDINAL'): 7; ('one', 'CARDINAL'): 4; ('first', 'ORDINAL'): 3; ('the day', 'DATE'): 3; ('1', 'CARDINAL'): 3; ('Isa', 'ORG'): 3; ('tender year', 'DATE'): 2; ('7', 'CARDINAL'): 2; ('their young year', 'DATE'): 2; ('night', 'TIME'): 2; ('Jam', 'PERSON'): 2; ('Christum', 'GPE'): 2; ('nihil', 'PERSON'): 2; ('Paul', 'PERSON'): 2; ('a week', 'DATE'): 2; ('Jesus Christ', 'PERSON'): 2; ('seven', 'CARDINAL'): 2; ('Xiii', 'PERSON'): 1; ('Jer', 'PERSON'): 1; ('13.23', 'CARDINAL'): 1; ('ethiopian', 'NORP'): 1; ('all the day', 'DATE'): 1; ('the evening', 'TIME'): 1; ('these year', 'DATE'): 1; ('Eccles', 'PERSON'): 1; ('11', 'CARDINAL'): 1; ('9', 'CARDINAL'): 1; ('thirty', 'CARDINAL'): 1; ('fifty year old', 'DATE'): 1; ('6', 'DATE'): 1; ('David', 'PERSON'): 1; ('17', 'CARDINAL'): 1; ('18', 'DATE'): 1; ('Hezekiah', 'PERSON'): 1; ('Tim', 'PERSON'): 1; ('Matth', 'PERSON'): 1; ('25', 'CARDINAL'): 1; ('day', 'DATE'): 1; ('noon', 'TIME'): 1; ('ibi', 'PERSON'): 1; ('one foot', 'QUANTITY'): 1; ('grey hair', 'PERSON'): 1; ('11th', 'ORDINAL'): 1; ('2.5', 'CARDINAL'): 1; ('si caetera discis', 'ORG'): 1; ('Ro', 'PERSON'): 1; ('8', 'CARDINAL'): 1; ('3', 'CARDINAL'): 1; ('5.1', 'CARDINAL'): 1; ('it|be', 'GPE'): 1; ('100', 'CARDINAL'): 1; ('100 mile', 'QUANTITY'): 1; ('4', 'CARDINAL'): 1; ('season', 'DATE'): 1; ('their season', 'DATE'): 1; ('Feri', 'ORG'): 1; ('feri', 'ORG'): 1; ('Luther', 'PERSON'): 1; ('33.24', 'CARDINAL'): 1; ('quando', 'PERSON'): 1; ('Noah', 'PERSON'): 1; ('ark', 'GPE'): 1; ('Sodom', 'ORG'): 1; ('Gal', 'PERSON'): 1; ('6.9', 'CARDINAL'): 1; ('10', 'CARDINAL'): 1; ('57', 'CARDINAL'): 1; ('one quarter', 'DATE'): 1; ('Christ', 'GPE'): 1; ('six day', 'DATE'): 1; ('all day', 'DATE'): 1; ('a hour', 'TIME'): 1; ('that little short hour', 'TIME'): 1; ('every day', 'DATE'): 1; ('1.3', 'CARDINAL'): 1; ('half', 'CARDINAL'): 1; ('christian', 'NORP'): 1; ('Elizabeth', 'PERSON'): 1; ('John 17', 'PERSON'): 1; ('22', 'CARDINAL'): 1; ('nonlatinalphabet', 'GPE'): 1; ('23', 'CARDINAL'): 1; ('24', 'CARDINAL'): 1; ('Phil', 'PERSON'): 1; ('3.21', 'CARDINAL'): 1; ('3.1', 'DATE'): 1; ('a thousand', 'CARDINAL'): 1"
