tcpID,curr_div_idx,beginning,topic,entities
A64744,13 | 6625,manifesto account deed way commandment cross reason right way corn,paulinus: 0.5; god: 0.5; letter: 0.5; world: 0.5; bishop: 0.5; saint: 0.5; love: 0.5; man: 0.45; christ: 0.45; augustine: 0.35; word: 0.1; nola: 0.05; life: 0.05; place: 0.05,"('first', 'ORDINAL'): 11; ('Paulinus', 'PRODUCT'): 8; ('Augustine', 'PERSON'): 7; ('thou', 'GPE'): 5; ('one', 'CARDINAL'): 5; ('Milan', 'GPE'): 5; ('Nola', 'GPE'): 5; ('nonlatinalphabet', 'GPE'): 5; ('Africa', 'LOC'): 4; ('two', 'CARDINAL'): 3; ('Paulinus', 'GPE'): 3; ('Campania', 'GPE'): 3; ('Severus', 'GPE'): 3; ('african', 'NORP'): 3; ('Italy', 'GPE'): 2; ('christian', 'NORP'): 2; ('Siricius', 'PERSON'): 2; ('Hierome', 'GPE'): 2; ('four', 'CARDINAL'): 2; ('Marcellina', 'PERSON'): 2; ('Therasia', 'GPE'): 2; ('Felix', 'ORG'): 2; ('Jesus Christ', 'PERSON'): 2; ('Hippo', 'GPE'): 2; ('Paul', 'PERSON'): 2; ('ibi', 'PERSON'): 2; ('Valerius', 'PERSON'): 2; ('Theodosius', 'ORG'): 2; ('Cain', 'ORG'): 1; ('Abel', 'PERSON'): 1; ('Jesus', 'PERSON'): 1; ('Evangelical', 'NORP'): 1; ('France', 'GPE'): 1; ('Jacob', 'GPE'): 1; ('that century', 'DATE'): 1; ('wolf', 'PERSON'): 1; ('half a mile', 'QUANTITY'): 1; ('the day', 'DATE'): 1; ('six', 'CARDINAL'): 1; ('Constantine', 'ORG'): 1; ('Constantinople', 'ORG'): 1; ('saint Ambrose', 'PERSON'): 1; ('Marcellina', 'GPE'): 1; ('Roman', 'NORP'): 1; ('Christ', 'GPE'): 1; ('Naples', 'GPE'): 1; ('Terra di Lavoro', 'ORG'): 1; ('occi•us', 'ORG'): 1; ('Nola', 'ORG'): 1; ('the seven and twentie•h year of his age', 'DATE'): 1; ('Felix', 'PERSON'): 1; ('syrian', 'NORP'): 1; ('Felix', 'NORP'): 1; ('saint Augustine', 'PERSON'): 1; ('Boniface', 'PERSON'): 1; ('137th', 'ORDINAL'): 1; ('multis', 'NORP'): 1; ('lo ci', 'PERSON'): 1; ('Felicis Nolensis', 'PERSON'): 1; ('Felix of Nola', 'ORG'): 1; ('Jerusalem', 'GPE'): 1; ('latin', 'NORP'): 1; ('Nicticora', 'PERSON'): 1; ('Egypt', 'GPE'): 1; ('pelican', 'NORP'): 1; ('night', 'TIME'): 1; ('Elisha', 'PERSON'): 1; ('Bordeaux', 'ORG'): 1; ('pveri tui', 'PERSON'): 1; ('the spring', 'DATE'): 1; ('a hundred fold', 'CARDINAL'): 1; ('Tagasta', 'ORG'): 1; ('Christianity', 'NORP'): 1; ('those day', 'DATE'): 1; ('Christians', 'NORP'): 1; ('Tagasta', 'GPE'): 1; ('five', 'CARDINAL'): 1; ('ma•ichaeans', 'NORP'): 1; ('Paulinus', 'PERSON'): 1; ('Jonathan', 'PERSON'): 1; ('David', 'PERSON'): 1; ('Jacob', 'PERSON'): 1; ('Joseph', 'PERSON'): 1; ('describ•d', 'ORG'): 1; ('August', 'DATE'): 1; ('22', 'CARDINAL'): 1; ('Paulin', 'GPE'): 1; ('latebas animā meā', 'ORG'): 1; ('vix obtemperat immo', 'PERSON'): 1; ('Quomodo', 'PRODUCT'): 1; ('domū', 'PERSON'): 1; ('quam sicut meā', 'ORG'): 1; ('legi enim', 'PERSON'): 1; ('mel', 'PERSON'): 1; ('praeferente simplicitatē cordis', 'PERSON'): 1; ('quaeris dominū', 'DATE'): 1; ('claritatē', 'GPE'): 1; ('honorem', 'PERSON'): 1; ('uberibus', 'ORG'): 1; ('excellentibus donis', 'ORG'): 1; ('quotquot', 'NORP'): 1; ('videaris', 'GPE'): 1; ('enim praesentiam tuam nobis', 'PERSON'): 1; ('amari ab', 'ORG'): 1; ('Laudatur', 'PERSON'): 1; ('christus', 'ORG'): 1; ('viro suo', 'PERSON'): 1; ('fortitudinem redux', 'ORG'): 1; ('quam intuam', 'PERSON'): 1; ('firmioribus', 'ORG'): 1; ('castioribus nexibus copulatam', 'ORG'): 1; ('officijs vestrae sanctitati debitis ir te', 'ORG'): 1; ('Libani', 'PERSON'): 1; ('huius', 'ORG'): 1; ('ibi parvuli', 'ORG'): 1; ('Babylonis', 'NORP'): 1; ('vitia scilicet confusionis', 'ORG'): 1; ('spectacula', 'GPE'): 1; ('legentibus', 'ORG'): 1; ('spei bonae', 'PERSON'): 1; ('sitim tuam', 'PERSON'): 1; ('desiderium defectumque animae tuus', 'ORG'): 1; ('atria domini', 'PERSON'): 1; ('sanctissi•i', 'ORG'): 1; ('Quantam opulentiam sinceri', 'PERSON'): 1; ('ita accendunt', 'PERSON'): 1; ('nisi quia totus sum', 'ORG'): 1; ('Libanus', 'ORG'): 1; ('ark', 'GPE'): 1; ('Babylon', 'ORG'): 1; ('Profuturus', 'ORG'): 1; ('this year', 'DATE'): 1; ('the three hundred ninety and five', 'DATE'): 1; ('Christ', 'ORG'): 1; ('Theodosius Augustus', 'PERSON'): 1; ('9th', 'ORDINAL'): 1; ('thirteenth', 'ORDINAL'): 1; ('librum tuum', 'PERSON'): 1; ('Cicero', 'ORG'): 1; ('Gennadius', 'ORG'): 1"
A68202_2,88 | 19169,come place execution Thomas Ford bring cart manner Thomas Ford,god: 0.5; majesty: 0.5; master: 0.5; prince: 0.5; sheriff: 0.5; pope: 0.45; answer: 0.4; kirbie: 0.35; matter: 0.3; treason: 0.2; mercy: 0.2; bring: 0.15; religion: 0.15; authority: 0.1; power: 0.1; word: 0.1,"('thou', 'GPE'): 9; ('Kirbie', 'PERSON'): 7; ('catholic', 'NORP'): 6; ('two', 'CARDINAL'): 6; ('England', 'GPE'): 5; ('Tom', 'PERSON'): 5; ('Jesus', 'PERSON'): 4; ('Crowleie', 'PERSON'): 4; ('Ford', 'ORG'): 3; ('one', 'CARDINAL'): 3; ('William Filbie', 'PERSON'): 3; ('Kirbie', 'GPE'): 3; ('Thomas Ford', 'PERSON'): 2; ('John', 'PERSON'): 2; ('latin', 'LANGUAGE'): 2; ('whereunto', 'GPE'): 2; ('latin', 'NORP'): 2; ('Luke Kirbie', 'PERSON'): 2; ('Thomas Coteham', 'PERSON'): 2; ('Laurence Richardson', 'PERSON'): 2; ('luke Kirbie', 'PERSON'): 2; ('Julia', 'ORG'): 2; ('Rheimes', 'ORG'): 2; ('first', 'ORDINAL'): 1; ('these two year', 'DATE'): 1; ('five year', 'DATE'): 1; ('Oxford', 'ORG'): 1; ('english', 'NORP'): 1; ('latin prayer', 'LOC'): 1; ('John shirt', 'PERSON'): 1; ('Ford', 'PERSON'): 1; ('Tom ford', 'PERSON'): 1; ('quarter', 'DATE'): 1; ('Antichrist', 'PERSON'): 1; ('Jesus Christ', 'PERSON'): 1; ('the day', 'DATE'): 1; ('Rome', 'GPE'): 1; ('Robert Johnson', 'PERSON'): 1; ('Athanasius Creed', 'ORG'): 1; ('English', 'LANGUAGE'): 1; ('wednesday', 'DATE'): 1; ('the thirtith day of May', 'DATE'): 1; ('London', 'GPE'): 1; ('mondaie', 'ORG'): 1; ('Charke', 'PERSON'): 1; ('Herne', 'PERSON'): 1; ('christian', 'NORP'): 1; ('writer hereof', 'PERSON'): 1; ('supreme', 'ORG'): 1; ('Englishman', 'GPE'): 1; ('forty mile', 'QUANTITY'): 1; ('Stukleis', 'FAC'): 1; ('five', 'CARDINAL'): 1; ('three', 'CARDINAL'): 1; ('four', 'CARDINAL'): 1; ('ista', 'NORP'): 1; ('Salomon', 'ORG'): 1; ('Prou', 'PERSON'): 1; ('8.15', 'CARDINAL'): 1; ('16', 'DATE'): 1; ('13.1', 'CARDINAL'): 1; ('2', 'CARDINAL'): 1; ('3', 'DATE'): 1; ('4', 'DATE'): 1; ('Paul', 'PERSON'): 1; ('Pilot', 'GPE'): 1; ('19.10', 'DATE'): 1; ('11', 'DATE'): 1; ('these five hundred year', 'DATE'): 1; ('vox', 'PERSON'): 1; ('hart be free', 'LAW'): 1; ('english', 'LANGUAGE'): 1"
A61073,4,time want time example saint Ignatius clock hour Latimer clock,wisdom: 0.5; god: 0.5; song: 0.5; man: 0.5; saint: 0.5; prayer: 0.5; heart: 0.45; time: 0.45; world: 0.45; grace: 0.35; solomon: 0.15; contemplation: 0.05; hand: 0.05; heaven: 0.05,"('thou', 'GPE'): 8; ('Solomon', 'PERSON'): 3; ('David', 'PERSON'): 3; ('two', 'CARDINAL'): 2; ('Rachel', 'PERSON'): 2; ('first', 'ORDINAL'): 2; ('Ignatius', 'ORG'): 1; ('there|be', 'GPE'): 1; ('one hour', 'TIME'): 1; ('Bradford', 'GPE'): 1; ('that hour', 'TIME'): 1; ('Seneca', 'PRODUCT'): 1; ('Christians', 'NORP'): 1; ('Jacob', 'PERSON'): 1; ('second', 'ORDINAL'): 1; ('Basil', 'PERSON'): 1; ('Hierome', 'GPE'): 1; ('James', 'PERSON'): 1; ('Geo', 'PERSON'): 1; ('Herbert', 'PERSON'): 1; ('Cambridge', 'GPE'): 1; ('Vespasian', 'NORP'): 1; ('one', 'CARDINAL'): 1; ('Dionysius', 'ORG'): 1; ('Seneca', 'PERSON'): 1; ('Paul', 'PERSON'): 1; ('1', 'CARDINAL'): 1; ('14.', 'DATE'): 1; ('Ludgate', 'GPE'): 1; ('S. S.', 'PERSON'): 1; ('Thomas Aquinas', 'PERSON'): 1; ('three', 'CARDINAL'): 1; ('Chrysostome', 'GPE'): 1; ('night', 'TIME'): 1; ('Thomas Cranmer', 'PERSON'): 1; ('Canterbury', 'GPE'): 1; ('evening', 'TIME'): 1"
A61073,7,fear lord beginning wisdom price wisdom ruby rule christian learning,soul: 0.35; god: 0.35; body: 0.35; self: 0.35; heaven: 0.35; earth: 0.35; thing: 0.35; devil: 0.3; sin: 0.25; spirit: 0.2; subject: 0.15; opportunity: 0.15; nobility: 0.15; pastime: 0.15; part: 0.15; pander: 0.15; palace: 0.15; ornament: 0.15; penny: 0.15; occasion: 0.15; need: 0.15; prayer: 0.15,"('thou', 'GPE'): 6; ('christian', 'NORP'): 3; ('two', 'CARDINAL'): 2; ('1', 'CARDINAL'): 2; ('2', 'CARDINAL'): 2; ('3', 'CARDINAL'): 2; ('4', 'CARDINAL'): 2; ('daily', 'DATE'): 2; ('Croesus', 'PRODUCT'): 1; ('one day', 'DATE'): 1; ('each month', 'DATE'): 1; ('Satan', 'GPE'): 1; ('night', 'TIME'): 1; ('first', 'ORDINAL'): 1; ('thou fall', 'DATE'): 1; ('Satan', 'FAC'): 1; ('God', 'PERSON'): 1; ('Boggs', 'PERSON'): 1"
A68649,11,part war number take pain objection war discipline war be,war: 0.5; man: 0.5; god: 0.5; time: 0.5; peace: 0.5; king: 0.5; people: 0.5; place: 0.4; enemy: 0.35; country: 0.35; self: 0.25; cause: 0.15,"('first', 'ORDINAL'): 11; ('Israel', 'GPE'): 8; ('three', 'CARDINAL'): 5; ('Joshua', 'PERSON'): 5; ('thou', 'GPE'): 5; ('Saul', 'PERSON'): 5; ('christian', 'NORP'): 5; ('second', 'ORDINAL'): 4; ('one', 'CARDINAL'): 4; ('15', 'CARDINAL'): 4; ('Egypt', 'GPE'): 4; ('Abram', 'WORK_OF_ART'): 3; ('hai', 'GPE'): 3; ('1', 'CARDINAL'): 3; ('olynthian', 'NORP'): 3; ('Athens', 'GPE'): 2; ('14', 'CARDINAL'): 2; ('Amalek', 'ORG'): 2; ('20', 'CARDINAL'): 2; ('2', 'CARDINAL'): 2; ('Abraham', 'PERSON'): 2; ('Cicero', 'ORG'): 2; ('Philip', 'PERSON'): 2; ('Athenians', 'NORP'): 2; ('two', 'CARDINAL'): 2; ('Hercules', 'GPE'): 2; ('Hieronymus Osorius', 'PERSON'): 2; ('Paul', 'PERSON'): 2; ('Caleb', 'PRODUCT'): 2; ('David', 'PERSON'): 2; ('chaste matron be defile', 'PERSON'): 1; ('Corinth', 'ORDINAL'): 1; ('Thebes', 'ORG'): 1; ('Antwerp', 'GPE'): 1; ('rob', 'ORG'): 1; ('daily', 'DATE'): 1; ('blasphemer', 'PERSON'): 1; ('Cornelius Agrippa', 'PERSON'): 1; ('christianity', 'NORP'): 1; ('14', 'DATE'): 1; ('three hundred and eighteen', 'CARDINAL'): 1; ('night', 'TIME'): 1; ('Hoba', 'PERSON'): 1; ('Damascus', 'GPE'): 1; ('the 31', 'DATE'): 1; ('Numeri', 'PERSON'): 1; ('numeri', 'PERSON'): 1; ('31', 'CARDINAL'): 1; ('8', 'CARDINAL'): 1; ('Iericho', 'PRODUCT'): 1; ('Samuel', 'PERSON'): 1; ('Chanaan', 'GPE'): 1; ('Chron', 'PERSON'): 1; ('Josaphat', 'PERSON'): 1; ('Syrians', 'NORP'): 1; ('Josaphat', 'LOC'): 1; ('Ammon', 'PERSON'): 1; ('Moab', 'PERSON'): 1; ('Cananite', 'NORP'): 1; ('officiis lib', 'PERSON'): 1; ('Grecia', 'PERSON'): 1; ('Macedony', 'PERSON'): 1; ('Salomon', 'ORG'): 1; ('1.', 'CARDINAL'): 1; ('seigneury', 'GPE'): 1; ('Heliogabulus', 'GPE'): 1; ('Dionysius', 'ORG'): 1; ('Christian', 'NORP'): 1; ('Deborah', 'PERSON'): 1; ('Christe', 'ORG'): 1; ('John', 'PERSON'): 1; ('four', 'CARDINAL'): 1; ('Gideon', 'ORG'): 1; ('three hundred', 'CARDINAL'): 1; ('Iephthah', 'GPE'): 1; ('Osorius', 'ORG'): 1; ('Plato', 'PERSON'): 1; ('Augustine', 'PERSON'): 1; ('Barnard', 'PERSON'): 1; ('catholic', 'NORP'): 1; ('Hippodamus Mylesius', 'ORG'): 1; ('Achsah', 'PERSON'): 1; ('Cariathe', 'ORG'): 1; ('Othniel', 'PERSON'): 1; ('17', 'CARDINAL'): 1; ('7', 'CARDINAL'): 1; ('Goliath', 'PERSON'): 1; ('scythian', 'NORP'): 1; ('Cimbria', 'ORG'): 1; ('kinsman', 'PERSON'): 1; ('Spraca', 'GPE'): 1; ('Damatrion', 'PRODUCT'): 1; ('Cresus', 'PRODUCT'): 1; ('Lydia', 'GPE'): 1; ('ten', 'CARDINAL'): 1; ('li', 'PERSON'): 1; ('Greeke', 'PERSON'): 1; ('Agis', 'PERSON'): 1; ('England', 'GPE'): 1; ('Englishmē', 'ORG'): 1; ('Amalechites', 'PRODUCT'): 1; ('Joshua 10', 'PERSON'): 1; ('the day', 'DATE'): 1; ('Christians', 'NORP'): 1; ('Augustin', 'PERSON'): 1; ('Augustine de ciuitate', 'PERSON'): 1; ('Africa', 'LOC'): 1"
A61639,30,Monday Dec. other indictment treason summon justice Wedensday Dec. torture,god: 0.5; lord: 0.5; father: 0.5; jesus: 0.5; word: 0.45; man: 0.4; heaven: 0.4; council: 0.4; soul: 0.25; confession: 0.2; people: 0.2; spirit: 0.15; christ: 0.15; indictment: 0.15; angel: 0.15; justice: 0.05; covenant: 0.05,"('two', 'CARDINAL'): 8; ('Jesus', 'PERSON'): 7; ('first', 'ORDINAL'): 6; ('Jesus Christ', 'PERSON'): 5; ('John', 'PERSON'): 5; ('thou', 'GPE'): 4; ('Tuesday', 'DATE'): 3; ('hew', 'PERSON'): 3; ('five', 'CARDINAL'): 3; ('2.', 'CARDINAL'): 3; ('seven', 'CARDINAL'): 2; ('morrow', 'DATE'): 2; ('Lo', 'PERSON'): 2; ('Friday', 'DATE'): 2; ('this afternoon', 'TIME'): 2; ('Edinburgh', 'GPE'): 2; ('William Murray', 'PERSON'): 2; ('the solemn league', 'ORG'): 2; ('Lanerk', 'PERSON'): 2; ('one', 'CARDINAL'): 2; ('21', 'DATE'): 2; ('1', 'CARDINAL'): 2; ('Lazarus', 'ORG'): 2; ('Abraham', 'PERSON'): 2; ('this day', 'DATE'): 2; ('Monday', 'DATE'): 1; ('10', 'CARDINAL'): 1; ('Wedensday Dec. 12', 'DATE'): 1; ('Dec. 11', 'DATE'): 1; ('yesterday', 'DATE'): 1; ('Robert Cuningham', 'PERSON'): 1; ('Iames', 'ORG'): 1; ('Thomas Kinkead', 'PERSON'): 1; ('ten', 'CARDINAL'): 1; ('12', 'CARDINAL'): 1; ('Mc Kail', 'PERSON'): 1; ('three', 'CARDINAL'): 1; ('John Nilson of Corsack', 'PERSON'): 1; ('four', 'CARDINAL'): 1; ('Thursday December 13', 'DATE'): 1; ('that day', 'DATE'): 1; ('innumeris', 'GPE'): 1; ('Clausula consimilis', 'PERSON'): 1; ('ambigui dubio', 'PERSON'): 1; ('enim jaceo', 'PERSON'): 1; ('sin revalesco', 'PERSON'): 1; ('Saturnday Dec. 8', 'DATE'): 1; ('m. Matthew', 'PERSON'): 1; ('Glasgow', 'PERSON'): 1; ('Hamilton', 'PERSON'): 1; ('Matthew Mc Kail', 'PERSON'): 1; ('st Andrew', 'PERSON'): 1; ('Dec. 18', 'DATE'): 1; ('Penton', 'PERSON'): 1; ('3', 'CARDINAL'): 1; ('Vchilery', 'ORG'): 1; ('whereunto', 'GPE'): 1; ('half a hour', 'TIME'): 1; ('Newtown', 'GPE'): 1; ('four or five', 'CARDINAL'): 1; ('Verdict•', 'ORG'): 1; ('22', 'CARDINAL'): 1; ('four day', 'DATE'): 1; ('the next night', 'TIME'): 1; ('Hugo', 'EVENT'): 1; ('Thursday', 'DATE'): 1; ('the privy council', 'ORG'): 1; ('frailty', 'CARDINAL'): 1; ('thursday', 'DATE'): 1; ('Dec. 20', 'DATE'): 1; ('Christmas', 'DATE'): 1; ('Daniel', 'PERSON'): 1; ('the last night', 'TIME'): 1; ('Stephen', 'GPE'): 1; ('5.12', 'CARDINAL'): 1; ('16', 'CARDINAL'): 1; ('live spring', 'DATE'): 1; ('23', 'CARDINAL'): 1; ('Psal', 'NORP'): 1; ('a little after eleven', 'DATE'): 1; ('5 in the morning', 'TIME'): 1; ('John Wodrow', 'PERSON'): 1; ('Isaiah', 'PERSON'): 1; ('42', 'CARDINAL'): 1; ('24', 'CARDINAL'): 1; ('Jacob', 'PERSON'): 1; ('Israel', 'GPE'): 1; ('the end of the', 'DATE'): 1; ('25', 'CARDINAL'): 1; ('43', 'CARDINAL'): 1; ('1.2', 'CARDINAL'): 1; ('Robertson', 'PERSON'): 1; ('twenty year', 'DATE'): 1; ('about two', 'CARDINAL'): 1; ('the latter day', 'DATE'): 1; ('Prelacy', 'PERSON'): 1; ('Jerusalem', 'GPE'): 1; ('Christ', 'GPE'): 1; ('farewell', 'PERSON'): 1; ('moon', 'PERSON'): 1; ('the 26 year', 'DATE'): 1"
A68815,18,peace desire chapter sound peace head occupy say other man,man: 0.4; temptation: 0.4; god: 0.4; life: 0.4; thing: 0.4; adversity: 0.4; self: 0.4; time: 0.4; peace: 0.3; whole: 0.2; physic: 0.1; perfection: 0.1; poet: 0.1; place: 0.1; piece: 0.1; power: 0.1; patience: 0.1; paul: 0.1; prayer: 0.1; evil: 0.1; mind: 0.1; tempt: 0.1; comfort: 0.1,"('first', 'ORDINAL'): 3; ('one', 'CARDINAL'): 2; ('daily', 'DATE'): 2; ('thou', 'GPE'): 2; ('xi', 'ORG'): 1; ('luke warm', 'PERSON'): 1; ('every day', 'DATE'): 1; ('twelve', 'CARDINAL'): 1; ('Ovid', 'PERSON'): 1; ('the weak day', 'DATE'): 1; ('Paul', 'PERSON'): 1; ('hart', 'LOC'): 1"
A68815,114 | 29134,man reason gospel man occasion give alm deed mercy pity,god: 0.5; thing: 0.5; man: 0.5; christ: 0.5; father: 0.5; lord: 0.5; faith: 0.45; son: 0.4; heart: 0.35; time: 0.25; mind: 0.15; thank: 0.15; pleasure: 0.1; hand: 0.05; goodness: 0.05; care: 0.05,"('first', 'ORDINAL'): 3; ('thou', 'GPE'): 3; ('daily', 'DATE'): 2; ('Adam', 'PERSON'): 2; ('Jesus', 'PERSON'): 2; ('Christ', 'GPE'): 2; ('Jesus Christ', 'PERSON'): 2; ('succorlesse', 'PERSON'): 1; ('all night', 'TIME'): 1; ('God', 'PERSON'): 1; ('christian', 'NORP'): 1; ('Christians', 'NORP'): 1; ('night', 'TIME'): 1; ('ford', 'ORG'): 1; ('berye', 'GPE'): 1; ('ewe', 'GPE'): 1; ('Paul', 'PERSON'): 1; ('thou', 'PERSON'): 1; ('David the Psalmograph', 'PERSON'): 1; ('finis', 'NORP'): 1"
A69022,10,advertisement countryman pope son native brethren countryman roman catholic glory,pope: 0.5; christ: 0.5; god: 0.5; scripture: 0.5; man: 0.5; england: 0.5; king: 0.4; faith: 0.3; reason: 0.25; church: 0.25; truth: 0.2; time: 0.1; name: 0.1; country: 0.1; rule: 0.1; native: 0.05; authority: 0.05; power: 0.05; title: 0.05,"('England', 'GPE'): 12; ('catholic', 'NORP'): 8; ('Spaniard', 'NORP'): 8; ('english', 'NORP'): 7; ('Spain', 'GPE'): 6; ('first', 'ORDINAL'): 6; ('Peter', 'PERSON'): 6; ('Jesuit', 'NORP'): 5; ('Rome', 'GPE'): 5; ('Jesus', 'PERSON'): 5; ('spanish', 'NORP'): 5; ('one', 'CARDINAL'): 4; ('Spaniards', 'NORP'): 3; ('English', 'LANGUAGE'): 3; ('Christ', 'ORG'): 2; ('christian', 'NORP'): 2; ('Satan', 'FAC'): 2; ('three penny', 'MONEY'): 2; ('Christendom', 'ORG'): 2; ('so many thousand', 'CARDINAL'): 2; ('Paul', 'PERSON'): 2; ('Agrippa', 'PERSON'): 2; ('Jerusalem', 'GPE'): 2; ('Turk', 'PERSON'): 2; ('Antichrist', 'PERSON'): 2; ('Babylonian', 'NORP'): 1; ('egyptian', 'NORP'): 1; ('benumbednesse', 'GPE'): 1; ('Christ', 'GPE'): 1; ('fidelity', 'ORG'): 1; ('reno•e', 'ORG'): 1; ('english Jesuit', 'NORP'): 1; ('9 11', 'CARDINAL'): 1; ('Ignatius', 'ORG'): 1; ('Netherlands', 'GPE'): 1; ('Italy', 'GPE'): 1; ('Naples', 'GPE'): 1; ('Milan', 'GPE'): 1; ('iberian', 'NORP'): 1; ('half', 'CARDINAL'): 1; ('one penny', 'MONEY'): 1; ('goodman', 'ORG'): 1; ('Kates', 'ORG'): 1; ('England', 'PERSON'): 1; ('Henry 4', 'PERSON'): 1; ('210', 'CARDINAL'): 1; ('Epigr', 'GPE'): 1; ('Alfred of Beuerly', 'WORK_OF_ART'): 1; ('Libera', 'PERSON'): 1; ('english', 'LANGUAGE'): 1; ('Ulysses', 'ORG'): 1; ('the catholic king ▪', 'ORG'): 1; ('Mendoza', 'NORP'): 1; ('France', 'GPE'): 1; ('88', 'CARDINAL'): 1; ('indian', 'NORP'): 1; ('s•w', 'PERSON'): 1; ('Culleus', 'PERSON'): 1; ('amo proditionem', 'PERSON'): 1; ('Sodom', 'ORG'): 1; ('Boniface', 'PERSON'): 1; ('Phocas', 'LOC'): 1; ('Phocas', 'GPE'): 1; ('Cicarillas', 'PERSON'): 1; ('5', 'CARDINAL'): 1; ('Didacus', 'ORG'): 1; ('Contra', 'ORG'): 1; ('pope', 'PERSON'): 1; ('Abraham', 'PERSON'): 1; ('catholic son', 'ORG'): 1; ('Bethel', 'PERSON'): 1; ('Jacob', 'PERSON'): 1; ('Orani', 'PERSON'): 1; ('Petre', 'GPE'): 1; ('mihi potestas', 'ORG'): 1; ('two', 'CARDINAL'): 1"
A62427,19,Quakers character Quakers quibble place give mr. Ed. be Quakers,quakers: 0.4; quibble: 0.4; spirit: 0.4; man: 0.4; quaker: 0.4; thing: 0.4; mr: 0.4; god: 0.35; piece: 0.3; give: 0.2; part: 0.2; question: 0.15; pound: 0.1; porter: 0.1; preach: 0.1; practice: 0.1; power: 0.1; pretence: 0.1; possession: 0.1; place: 0.1; pretender: 0.1; serpent: 0.1,"('Quakers', 'ORG'): 8; ('Quaker', 'ORG'): 4; ('T.R.', 'GPE'): 4; ('first', 'ORDINAL'): 3; ('thou', 'GPE'): 3; ('one', 'CARDINAL'): 3; ('Jeremy', 'PERSON'): 3; ('second', 'ORDINAL'): 3; ('ten year old', 'DATE'): 2; ('Satan', 'FAC'): 2; ('1.', 'CARDINAL'): 1; ('Ed', 'PERSON'): 1; ('bill', 'PERSON'): 1; ('on|it', 'GPE'): 1; ('Ned', 'PERSON'): 1; ('english', 'NORP'): 1; ('christian', 'NORP'): 1; ('2', 'CARDINAL'): 1; ('Thomas Taunton', 'PERSON'): 1; ('Anabaptists', 'NORP'): 1; ('Baptist', 'NORP'): 1; ('Anabaptist', 'NORP'): 1; ('Baptists', 'NORP'): 1; ('3', 'CARDINAL'): 1; ('Jer', 'PERSON'): 1; ('Quakers', 'GPE'): 1; ('about thirty', 'CARDINAL'): 1; ('John Osgood', 'PERSON'): 1; ('Gerard Roberts', 'PERSON'): 1; ('fifty pound', 'QUANTITY'): 1; ('Thomas Rudyard', 'PERSON'): 1; ('James Naylors', 'PERSON'): 1; ('7', 'CARDINAL'): 1; ('Hermophrodite-Quaker', 'ORG'): 1; ('smith', 'PERSON'): 1; ('Whitehead', 'PERSON'): 1; ('Penn', 'PERSON'): 1; ('Jan. 1', 'DATE'): 1; ('three', 'CARDINAL'): 1; ('ten', 'CARDINAL'): 1; ('Remarks', 'PERSON'): 1; ('slight', 'PERSON'): 1; ('2.18', 'CARDINAL'): 1; ('Quadrata', 'ORG'): 1; ('erroris', 'PERSON'): 1; ('Aequivocatio', 'PERSON'): 1; ('London', 'GPE'): 1; ('Cornhil', 'GPE'): 1; ('1675', 'DATE'): 1; ('egyptian', 'NORP'): 1; ('Paul', 'PERSON'): 1; ('outward blindness', 'PERSON'): 1; ('JESƲS Christ', 'ORG'): 1; ('Heb', 'ORG'): 1; ('2.4', 'CARDINAL'): 1; ('1.5', 'CARDINAL'): 1; ('false prophet', 'PERSON'): 1"
