TCP_name_heading,original_ids
"Richard Sibbes, 1577-1635, ed","Sibbes, Richard, 1577-1635, ed."
"William Barlow, died 1625","Barlow, William, d. 1625.; Barlow, William, d. 1625. Breife discovery of the idle animadversions of Marke Ridley. aut; Barlow, William, d. 1625."
"Thomas Becon, 1512-1567","Becon, Thomas, 1512-1567."
Polybius,Polybius.
"John Hughes, active 1622","Hughes, John, fl. 1622."
"Sir Martin, Henry, 1562?-1641","Martin, Henry, Sir, 1562?-1641. aut"
"Christopher Middleton, 1560?-1628, attributed name","Middleton, Christopher, 1560?-1628, attributed name.; Middleton, Christopher, 1560?-1628, attributed name."
"Stephen Ofwod, attributed name","Ofwod, Stephen, attributed name."
"Henry Burton, 1578-1648, attributed name","Burton, Henry, 1578-1648, attributed name."
"Paolo Giovio, 1483-1552","Giovio, Paolo, 1483-1552."
"Alexander Hart, active 1640","Hart, Alexander, fl. 1640."
"Thomas Hill, born ca","Hill, Thomas, b. ca. 1528."
"Nepos Nepos, Cornelius","Nepos, Cornelius. Vitae excellentium imperatorum. English. Selections."
"Simon Goulart, 1543-1628","Goulart, Simon, 1543-1628.; Goulart, Simon, 1543-1628.; Goulart, Simon, 1543-1628.; Goulart, Simon, 1543-1628."
"Ralph Knevet, 1600-1671","Knevet, Ralph, 1600-1671.; Knevet, Ralph, 1600-1671."
"Lewis Machin, active 1608","Machin, Lewis, fl. 1608. aut"
"Jean Picart, ill","Picart, Jean, ill."
"Jean Ogier de Gombauld, died 1666","Gombauld, Jean Ogier de, d. 1666."
"Gaultier, Léonard, 1561-1641 Gaultier, Léonard, 1561-1641, engraver","Gaultier, Léonard, 1561-1641, engraver."
"Crispijn van de Passe, circa 1565-1637, ill","Passe, Crispijn van de, ca. 1565-1637, ill."
"Hurst Hurst, Richard","Hurst, Richard."
"James Pilkington, 1520?-1576","Pilkington, James, 1520?-1576."
"Vincent Skinner, died 1616","Skinner, Vincent, d. 1616."
"González de Montes, R. (Raimundo) González de Montes, R. (Raimundo), 16th cent","González de Montes, R. (Raimundo), 16th cent."
"John Fisher, 1569-1641","Fisher, John, 1569-1641.; Fisher, John, 1569-1641."
"Thomas Floyd, M","Floyd, Thomas, M.A., of Jesus College, Oxford."
"Baynes Roger Baynes Roger, 1546","Baynes Roger, 1546-1623."
"Matteo Bandello, 1485-1561","Bandello, Matteo, 1485-1561. Novelle. Part 1. Novella 2.; Bandello, Matteo, 1485-1561.; Bandello, Matteo, 1485-1561."
"active 1588 Parke, Robert, attributed name","Parke, Robert, fl. 1588, attributed name.; Parke, Robert, fl. 1588, attributed name.; Parke, Robert, fl. 1588, attributed name.; Parke, Robert, fl. 1588, attributed name."
"Robert Parry, active 1540-1612, attributed name","Parry, Robert, fl. 1540-1612, attributed name.; Parry, Robert, fl. 1540-1612, attributed name.; Parry, Robert, fl. 1540-1612, attributed name.; Parry, Robert, fl. 1540-1612, attributed name."
"William Fowler, 1560?-1612","Fowler, William, 1560?-1612.; Fowler, William, 1560?-1612."
"William Gilbert, 1597?-1640","Gilbert, William, 1597?-1640."
"Anthony Gilby, circa 1510-1585","Gilby, Anthony, ca. 1510-1585.; Gilby, Anthony, ca. 1510-1585. An admonition to England and Scotland."
"Arthur Golding, 1536-1606, attributed name","Golding, Arthur, 1536-1606, attributed name.; Golding, Arthur, 1536-1606, attributed name."
"Geveren Geveren, Sheltco a","Geveren, Sheltco à."
"Michaelis, Sébastien Michaelis, Sébastien, 1543","Michaelis, Sébastien, 1543?-1618."
"Pliny Pliny, the Elder","Pliny, the Elder."
"Robert Basset, attributed name","Basset, Robert, attributed name."
"Philippe de Commynes, circa 1447-1511, attributed name","Commynes, Philippe de, ca. 1447-1511, attributed name."
"La Noue, François de La Noue, François de, 1531","La Noue, François de, 1531-1591."
"John King, 1559?-1621","King, John, 1559?-1621.; King, John, 1559?-1621.; King, John, 1559?-1621.; King, John, 1559?-1621.; King, John, 1559?-1621."
"Nicholas Breton, 1545?-1626?, attributed author","Breton, Nicholas, 1545?-1626?, attributed author."
"Richard Barnfield, 1574-1627, attributed author","Barnfield, Richard, 1574-1627, attributed author."
"Paul Harris, 1573-1635?","Harris, Paul, 1573-1635?; Harris, Paul, 1573-1635?; Harris, Paul, 1573-1635?"
"Arthur Agard, 1540-1615","Agard, Arthur, 1540-1615."
"King of England Henry VII, 1457-1509","Henry VII, King of England, 1457-1509."
"Jasper Fisher, born 1591","Fisher, Jasper, b. 1591.; Fisher, Jasper, b. 1591."
"Marolois Marolois, Samuel","Marolois, Samuel."
"Albert Girard, 1595-1632","Girard, Albert, 1595-1632."
"Gaultier Gaultier, Jacques","Gaultier, Jacques."
"Freake Freake, William","Freake, William.; Freake, William."
"Sir Fortescue, John, 1394?-1476?","Fortescue, John, Sir, 1394?-1476?"
"Robert Mulcaster, 16th cent","Mulcaster, Robert, 16th cent."
"Ralph de Hengham, died 1311","Hengham, Ralph de, d. 1311. Summae."
"Ambroise Paré, 1510?-1590","Paré, Ambroise, 1510?-1590. aut"
"Thomas Johnson, died 1644","Johnson, Thomas, d. 1644."
"G. M. (Geffray Minshull) G. M. (Geffray Minshull), 1594","G. M. (Geffray Minshull), 1594?-1668."
"William Percy, 1575-1648","Percy, William, 1575-1648."
"Etienne Binet, 1569-1639","Binet, Etienne, 1569-1639. aut"
"Stephanus Luzvic, 1567-1640","Luzvic, Stephanus, 1567-1640."
"Guillaume de La Perrière, 1499-1565","La Perrière, Guillaume de, 1499-1565."
"Thomas Combe, active 1593-1614","Combe, Thomas, fl. 1593-1614.; Combe, Thomas, fl. 1593-1614."
"Christopher Goodman, 1520?-1603","Goodman, Christopher, 1520?-1603."
"Robert Baron, 1593?-1639","Baron, Robert, 1593?-1639."
"Pocklington Pocklington, John","Pocklington, John."
"Robert Mandevill, 1578-1618","Mandevill, Robert, 1578-1618."
"Parrot Parrot, Henry","Parrot, Henry."
"Marcos Martínez, active 1598-1601, aut","Martínez, Marcos, fl. 1598-1601, aut"
"William Milbourne, born 1598 or 9","Milbourne, William, b. 1598 or 9.; Milbourne, William, b. 1598 or 9.; Milbourne, William, b. 1598 or 9."
"Gray Gray, Francis","Gray, Francis."
"Lewis Bayly, died 1631","Bayly, Lewis, d. 1631."
"Renold Elstracke, active 1590-1630","Elstracke, Renold, fl. 1590-1630.; Elstracke, Renold, fl. 1590-1630."
"John Joscelyn, 1529-1603, attributed name","Joscelyn, John, 1529-1603, attributed name."
"John Stubbes, 1543-1591, attributed name","Stubbes, John, 1543-1591, attributed name."
"Thomas Mun, 1571-1641","Mun, Thomas, 1571-1641."
"Gabriel Harvey, 1550?-1631, attributed name","Harvey, Gabriel, 1550?-1631, attributed name."
"Richard Lichfield, attributed name","Lichfield, Richard, attributed name."
"William Gilbert, 1540-1603","Gilbert, William, 1540-1603. De magnete."
Hesiod,Hesiod.
"Christopher Middleton, 1560?-1628","Middleton, Christopher, 1560?-1628.; Middleton, Christopher, 1560?-1628."
"Bettie Bettie, W","Bettie, W."
"active 1603 Johnson, Laurence, engraver","Johnson, Laurence, fl. 1603, engraver."
"died 1611 Marbury, Francis, attributed name","Marbury, Francis, d. 1611, attributed name."
"Owen Felltham, 1602?-1668","Felltham, Owen, 1602?-1668."
"John Fowler, Brownist","Fowler, John, Brownist."
"Bulwarde Bulwarde, Robert","Bulwarde, Robert. aut"
"Saunders Saunders, Clement","Saunders, Clement. aut"
"Henry Lord, born 1563","Lord, Henry, b. 1563."
"Thomas Bell, active 1593-1610","Bell, Thomas, fl. 1593-1610.; Bell, Thomas, fl. 1593-1610."
"Sir Hastings, Francis, died 1610","Hastings, Francis, Sir, d. 1610.; Hastings, Francis, Sir, d. 1610."
"Fougasses Fougasses, Thomas de","Fougasses, Thomas de."
"John Bale, 1495-1563","Bale, John, 1495-1563."
"William Jones, born 1581 or 2","Jones, William, b. 1581 or 2."
"Dabridgcourt Belchier, 1580?-1621","Belchier, Dabridgcourt, 1580?-1621."
"David Lindsay, 1566?-1627","Lindsay, David, 1566?-1627."
"David Lindsay, 1565?-1627","Lindsay, David, 1565?-1627. Heavenly chariot. aut; Lindsay, David, 1565?-1627."
"Goodman Goodman, Nicholas","Goodman, Nicholas."
"Le Petit, Jean François Le Petit, Jean François, 1546","Le Petit, Jean François, 1546-ca. 1615."
"Christoffel van Sichem, circa 1546-1624, engraver","Sichem, Christoffel van, ca. 1546-1624, engraver."
"Azpilcueta, Martín de Azpilcueta, Martín de, 1492","Azpilcueta, Martín de, 1492?-1586."
"active 1640 Hart, Alexander, attributed name","Hart, Alexander, fl. 1640, attributed name."
"Meslier Meslier, active 1610","Meslier, fl. 1610."
"Holland Holland, Compton","Holland, Compton."
"Tomaso Garzoni, 1549?-1589","Garzoni, Tomaso, 1549?-1589."
"David Calderwood, 1575-1650","Calderwood, David, 1575-1650. Perth assembly.; Calderwood, David, 1575-1650.; Calderwood, David, 1575-1650."
"Gervase Babington, 1550-1610","Babington, Gervase, 1550-1610.; Babington, Gervase, 1550-1610.; Babington, Gervase, 1550-1610.; Babington, Gervase, 1550-1610.; Babington, Gervase, 1550-1610."
"Pasqualigo Pasqualigo, Luigi","Pasqualigo, Luigi."
"died 1603 Witekind, Hermann, attributed name","Witekind, Hermann, d. 1603, attributed name."
German,German.
"William Hawkins, died 1637","Hawkins, William, d. 1637."
"William Kip, engraver","Kip, William, engraver."
"Stephen Harrison, joiner and architect","Harrison, Stephen, joiner and architect."
"Henry Harflete, active 1653","Harflete, Henry, fl. 1653."
"Makluire Makluire, John","Makluire, John."
"John Kennedy, active 1626","Kennedy, John, fl. 1626."
"Louise Labé, 1526?-1566","Labé, Louise, 1526?-1566. Debat de folie et d'amour."
"Jacques Ferrand, médecin","Ferrand, Jacques, médecin."
"Henry More, 1586-1661","More, Henry, 1586-1661."
"Girolamo Piatti, 1545-1591","Piatti, Girolamo, 1545-1591."
"Hugh Holland, died 1633","Holland, Hugh, d. 1633."
"Sierra Sierra, Pedro de la","Sierra, Pedro de la. aut"
"John Gordon, 1544-1619","Gordon, John, 1544-1619.; Gordon, John, 1544-1619."
"Caddell Caddell, Peter","Caddell, Peter. aut"
"Thomas Fleming, 1593-1666","Fleming, Thomas, 1593-1666. aut"
"Johann von Ewich, 1525-1588","Ewich, Johann von, 1525-1588."
"James Hart, of Northampton","Hart, James, of Northampton."
"Adriano Banchieri, died 1634","Banchieri, Adriano, d. 1634."
"Osório, Jerónimo Osório, Jerónimo, 1506","Osório, Jerónimo, 1506-1580."
Ammianus Marcellinus,Ammianus Marcellinus.
"William Mason, M","Mason, William, M.A."
Martial,Martial.
"Sir Fenton, Geoffrey, 1539?-1608","Fenton, Geoffrey, Sir, 1539?-1608."
"Hurault Hurault, Jacques","Hurault, Jacques."
"sieur de Fancan, François Dorval-Langlois, circa 1576-1628","Fancan, François Dorval-Langlois, sieur de, ca. 1576-1628."
"Cacot Cacot, Francis","Cacot, Francis."
"Thomas Potts, active 1612-1618","Potts, Thomas, fl. 1612-1618."
"Edward Bromley, Sir","Bromley, Edward, Sir."
"Edward Evans, born 1573","Evans, Edward, b. 1573."
"Jeremiah Dyke, 1584-1639, attributed name","Dyke, Jeremiah, 1584-1639, attributed name."
"Charles Dymock, attributed name","Dymock, Charles, attributed name."
"John Dymock, attributed name","Dymock, John, attributed name."
"George Benson, 1568 or 9-1648","Benson, George, 1568 or 9-1648."
"Affinati Affinati, Giacomo","Affinati, Giacomo."
"Gods just hardning of Pharaoh Gods just hardning of Pharaoh, when he had filled up the measure of his iniquity","Gods just hardning of Pharaoh, when he had filled up the measure of his iniquity. aut"
"died 1644 Johnson, Thomas, attributed name","Johnson, Thomas, d. 1644, attributed name."
"Guido Panciroli, 1523-1599","Panciroli, Guido, 1523-1599."
"King of England Alfred, 849-899","Alfred, King of England, 849-899."
"sieur des Alymes Lucinge, René de, 1553-circa 1615","Lucinge, René de, sieur des Alymes, 1553-ca. 1615."
"Sir Finet, John, 1571-1641","Finet, John, Sir, 1571-1641."
"Friedrich Nausea, died 1552","Nausea, Friedrich, d. 1552."
"William Rogers, born ca","Rogers, William, b. ca. 1545, engraver.; Rogers, William, b. ca. 1545, engraver.; Rogers, William, b. ca. 1545, engraver."
"Jan Huygen van Linschoten, 1563-1611","Linschoten, Jan Huygen van, 1563-1611."
"Robert Beckit, engraver","Beckit, Robert, engraver."
"Phillip Phillip, William","Phillip, William."
"Basset Basset, Robert","Basset, Robert."
"Richard Field, 1561-1616","Field, Richard, 1561-1616."
"Nathaniel Field, 1598 or 9-1666","Field, Nathaniel, 1598 or 9-1666."
"Niccolo Balbani, died 1587","Balbani, Niccolo, d. 1587."
"died 1602 Griffin, Bartholomew, attributed author","Griffin, Bartholomew, d. 1602, attributed author."
"Griffin Griffin, B","Griffin, B., gent."
"John Barton, master of the free school of Kinfare","Barton, John, master of the free school of Kinfare."
"Nemesius Nemesius, Bp","Nemesius, Bp. of Emesa."
"Thomas Fuller, Master of Arts","Fuller, Thomas, Master of Arts."
"William Foster, 1591-1643","Foster, William, 1591-1643."
"Thomas More, 1565-1625, attributed name","More, Thomas, 1565-1625, attributed name.; More, Thomas, 1565-1625, attributed name."
"Saint Jerome, died 419 or 20","Jerome, Saint, d. 419 or 20."
"active 1611 Barksted, William, attributed name","Barksted, William, fl. 1611, attributed name."
"Thomas Bastard, 1565 or 6-1618","Bastard, Thomas, 1565 or 6-1618.; Bastard, Thomas, 1565 or 6-1618. Five sermons. aut"
"Sir Berkeley, William, 1608-1677","Berkeley, William, Sir, 1608-1677."
"James Balmford, born 1556","Balmford, James, b. 1556. Modest reply to certaine answeres, which Mr. Gataker B.D. in his treatise of the nature, & use of lotts, giveth to arguments in a dialogue concerning the unlawfulnes of games consisting in chance.; Balmford, James, b. 1556.; Balmford, James, b. 1556. Short and plaine dialogue concerning the unlawfulnes of playing at cards or tables, or any other game consisting in chance."
"Alexandre de Pontaymeri, died 1618","Pontaymeri, Alexandre de, d. 1618."
"Gibson Gibson, Anthony","Gibson, Anthony."
"John Stell, active 1580","Stell, John, fl. 1580."
"George Gilpin, 1514?-1602","Gilpin, George, 1514?-1602."
"Thomas Foster, born 1590 or 91","Foster, Thomas, b. 1590 or 91."
"Thomas Kyd, 1558-1594","Kyd, Thomas, 1558-1594. Spanish tragedy."
"George Peele, 1556-1596","Peele, George, 1556-1596.; Peele, George, 1556-1596."
"John Harmar, 1594?-1670","Harmar, John, 1594?-1670."
"Pierre de Belloy, circa 1540-1613","Belloy, Pierre de, ca. 1540-1613."
"Edward Aggas, attributed name","Aggas, Edward, attributed name."
"William Crashaw, 1572-1626, attributed name","Crashaw, William, 1572-1626, attributed name."
"Carlo Paschal, 1547-1625","Paschal, Carlo, 1547-1625."
"William Covell, died 1614?, attributed name","Covell, William, d. 1614?, attributed name."
"Morgan Godwin, 1602 or 3-1645","Godwin, Morgan, 1602 or 3-1645.; Godwin, Morgan, 1602 or 3-1645."
"Sir Harington, John, 1561-1612","Harington, John, Sir, 1561-1612. New discourse of a stale subject, called the metamorphosis of Ajax."
"Francis Mason, 1566?-1621","Mason, Francis, 1566?-1621.; Mason, Francis, 1566?-1621."
"Thomas Mason, 1580-1619?","Mason, Thomas, 1580-1619?"
"Aegidius Gelius, engraver","Gelius, Aegidius, engraver."
"John Bingham, Captain","Bingham, John, Captain.; Bingham, John, Captain.; Bingham, John, Captain."
Aelianus,Aelianus.; Aelianus.
"Sir Hay, John, 1578-1654","Hay, John, Sir, 1578-1654."
"Johannes Polyander à Kerckhoven, 1568-1646","Polyander à Kerckhoven, Johannes, 1568-1646."
"Rector of Wendenlofts Gore, John, Essex","Gore, John, Rector of Wendenlofts, Essex. Summer sermon.; Gore, John, Rector of Wendenlofts, Essex. Unknowne kindnesse.; Gore, John, Rector of Wendenlofts, Essex.; Gore, John, Rector of Wendenlofts, Essex. Way to be content.; Gore, John, Rector of Wendenlofts, Essex. Way to prosper.; Gore, John, Rector of Wendenlofts, Essex. Winter sermon.; Gore, John, Rector of Wendenlofts, Essex. Oracle of God.; Gore, John, Rector of Wendenlofts, Essex. Way to well-doing.; Gore, John, Rector of Wendenlofts, Essex. Poore mans hope."
"Samuel Nicholson, active 1600-1602","Nicholson, Samuel, fl. 1600-1602."
"Rivet, André Rivet, André, 1572","Rivet, André, 1572-1651."
"Gosselin Gosselin, Peter","Gosselin, Peter."
"Giovanni Pietro Maffei, 1536?-1603","Maffei, Giovanni Pietro, 1536?-1603."
"Robert Pont, 1524-1606","Pont, Robert, 1524-1606."
"William Jackson, lecturer at Whittington College","Jackson, William, lecturer at Whittington College."
"Piersonn Piersonn, Thomas","Piersonn, Thomas."
"died 1593 Greenwood, John, attributed name","Greenwood, John, d. 1593, attributed name."
"Snape Snape, Nathaniel","Snape, Nathaniel."
"Aonio Paleario, 1503-1570","Paleario, Aonio, 1503-1570."
"Thomas Newton, 1542?-1607","Newton, Thomas, 1542?-1607.; Newton, Thomas, 1542?-1607.; Newton, Thomas, 1542?-1607.; Newton, Thomas, 1542?-1607.; Newton, Thomas, 1542?-1607."
"Archbishop of Mainz Rabanus Maurus, 784?-856","Rabanus Maurus, Archbishop of Mainz, 784?-856. De sacramento Eucharistiae. aut"
"monk of Corbie Ratramnus, died ca","Ratramnus, monk of Corbie, d. ca. 868."
"Aelfric Aelfric, Abbot of Eynsham","Aelfric, Abbot of Eynsham. Sermo de sacrificio in die Pascae. aut"
"Bowman Bowman, Francis","Bowman, Francis."
"Giles Fletcher, 1588?-1623","Fletcher, Giles, 1588?-1623."
"Alexander Neville, 1544-1614","Neville, Alexander, 1544-1614.; Neville, Alexander, 1544-1614."
"Richard Woods, minister of Frettenham","Woods, Richard, minister of Frettenham."
"John Jackson, 1600-1648","Jackson, John, 1600-1648."
"Edward Blount, active 1588-1632, attrib","Blount, Edward, fl. 1588-1632, attrib. trans."
"Churche Churche, Rooke","Churche, Rooke."
"Martin Fumée, circa 1540-circa 1590","Fumée, Martin, ca. 1540-ca. 1590."
"Paul Godwin, active 1638","Godwin, Paul, fl. 1638."
"Calvi Calvi, Franc","Calvi, François de."
"John Mason, active 1606-1610","Mason, John, fl. 1606-1610."
"Robert Johnson, active 1586-1626","Johnson, Robert, fl. 1586-1626."
"William Haughton, died 1605","Haughton, William, d. 1605.; Haughton, William, d. 1605. aut"
"Gervase Markham, 1568?-1637, attributed name","Markham, Gervase, 1568?-1637, attributed name."
"Johnson Johnson, Richard","Johnson, Richard."
"Fonseca, Cristóbal de Fonseca, Cristóbal de, 1550","Fonseca, Cristóbal de, 1550?-1621."
"William Pinke, 1599?-1629","Pinke, William, 1599?-1629.; Pinke, William, 1599?-1629. Tryall of our sincere love to Christ. aut"
"William Lyford, 1598-1653","Lyford, William, 1598-1653."
"Lelio Capilupi, 1497?-1560?","Capilupi, Lelio, 1497?-1560? aut"
"Baron Hervey of Kidbrooke, William Hervey, died 1642","Hervey of Kidbrooke, William Hervey, Baron, d. 1642."
"Thomas Greene, Town clerk of Stratford upon Avon","Greene, Thomas, Town clerk of Stratford upon Avon."
"Donato Acciaiuoli, 1429-1478","Acciaiuoli, Donato, 1429-1478."
"Jacques Amyot, 1513-1593","Amyot, Jacques, 1513-1593."
"Smythe Smythe, R","Smythe, R."
Misodiaboles,Misodiaboles.
"Bartolomeo Marliani, died 1560","Marliani, Bartolomeo, d. 1560. Topographia antiquae Romae. English."
"Florus Florus, Lucius Annaeus","Florus, Lucius Annaeus. Epitomae de Tito Livio bellorum omnium annorum DCC libri II. English. Selections."
"Willibald Pirckheimer, 1470-1530","Pirckheimer, Willibald, 1470-1530."
"Maisonneufve Maisonneufve, Estienne de","Maisonneufve, Estienne de."
"John Wilson, circa 1575-circa 1645?, attributed name","Wilson, John, ca. 1575-ca. 1645?, attributed name."
"John Geninges, died 1660","Geninges, John, d. 1660."
"Barnabe Rich, 1540?-1617, attributed name","Rich, Barnabe, 1540?-1617, attributed name."
Herodotus,Herodotus.
"died 1641 Heywood, Thomas, attributed name","Heywood, Thomas, d. 1641, attributed name.; Heywood, Thomas, d. 1641, attributed name.; Heywood, Thomas, d. 1641, attributed name."
"Ortúñez de Calahorra Ortúñez de Calahorra, Diego","Ortúñez de Calahorra, Diego. aut"
"Scholasticus Evagrius, born 536?","Evagrius, Scholasticus, b. 536? Ecclesiastical history. English. aut"
"Scholasticus Socrates, circa 379-circa 440","Socrates, Scholasticus, ca. 379-ca. 440. Ecclesiastical history. English. aut"
"Saint Dorotheus, 255-362, attributed name","Dorotheus, Saint, 255-362, attributed name. aut"
"Bishop of Caesarea Eusebius, of Caesarea, circa 260-circa 340","Eusebius, of Caesarea, Bishop of Caesarea, ca. 260-ca. 340."
"Alfonso Ferrabosco, circa 1575-1628","Ferrabosco, Alfonso, ca. 1575-1628."
